"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","barcode","imagecode","preparationType","individualCount","infraspecificEpithet","typeStatus","class","order"
"91","2020-03-16 20:33:28-03","UFMG","BHCB","195949","PreservedSpecimen","Plantae","Dicotyledon","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima, Margens estrada de chão","-43.564111","-19.513917","-43.564111","-19.513917","1130","1130","56","Floresta Estacional Semidecidual, margem úmida e sombreada estrada, perto de brejo","Michx.","2019","06","01",NA,NA,"Southern America","BHCB195949",NA,NA,NA,NA,NA,NA,NA
"92","2020-03-16 20:33:43-03","UFMG","BHCB","195925","PreservedSpecimen","Plantae","Dicotyledon","Rubiaceae","Psyllocarpus","laricoides","Psyllocarpus laricoides",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima, Trilha para parte alta da Cachoeira Alta","-43.572297","-19.515533","-43.572297","-19.515533","1350","1350","32","Erva terrícola, 20cm, flores roxas; Campo rupestre quartzítico, campo limpo","Mart. ex Mart. & Zucc.","2019","06","01",NA,NA,"Southern America","BHCB195925",NA,NA,NA,NA,NA,NA,NA
"93","2020-03-16 20:33:43-03","UFMG","BHCB","195963","PreservedSpecimen","Plantae","Dicotyledon","Rubiaceae",NA,NA,NA,NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima, Trilha para parte alta da Cachoeira Alta","-43.572889","-19.509056","-43.572889","-19.509056","1400","1400","70","Terrícola; Campo rupestre",NA,NA,NA,NA,NA,NA,"Southern America","BHCB195963",NA,NA,NA,NA,NA,NA,NA
"94","2020-01-07 18:14:54-03","UFMG","BHCB","195944","PreservedSpecimen","Plantae","Dicotyledon","Acanthaceae","Ruellia",NA,"Ruellia",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima. Trilha para parte alta da Cachoeira Alta.","-43.567222","-19.498889","-43.567222","-19.498889","1300","1300","51","Floresta Estacioanl Semidecidual, borda de mata úmida.","L.",NA,NA,NA,NA,NA,"Southern America","BHCB195944","BHCB195944",NA,NA,NA,NA,NA,NA
"95","2020-03-16 20:33:49-03","UFMG","BHCB","195955","PreservedSpecimen","Plantae","Dicotyledon","Solanaceae","Schwenckia","americana","Schwenckia americana",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima, Trilha para parte alta da Cachoeira Alta","-43.572297","-19.515533","-43.572297","-19.515533","1350","1350","62","Subarbusto, ereto; Campo rupestre quartzítico, em trilha","Rooyen ex L.","2019","06","01",NA,NA,"Southern America","BHCB195955",NA,NA,NA,NA,NA,NA,NA
"96","2020-03-16 20:32:59-03","UFMG","BHCB","195930","PreservedSpecimen","Plantae","Dicotyledon","Campanulaceae","Siphocampylus",NA,"Siphocampylus",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima, Trilha para parte alta da Cachoeira Alta","-43.572889","-19.509056","-43.572889","-19.509056","1400","1400","37","Terrícola; Campo rupestre","Pohl",NA,NA,NA,NA,NA,"Southern America","BHCB195930",NA,NA,NA,NA,NA,NA,NA
"97","2020-03-16 20:34:12-03","UFMG","BHCB","195929","PreservedSpecimen","Plantae","Monocotyledon","Velloziaceae","Vellozia",NA,"Vellozia",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima, Após capão de mata ciliar, campo sujo, parte alta da Cachoeira Alta","-43.571472","-19.504694","-43.571472","-19.504694","1353","1353","36","Campo rupestre quartizítico","Hattori, E. K. O.",NA,NA,NA,NA,NA,"Southern America","BHCB195929",NA,NA,NA,NA,NA,NA,NA
"98","2020-03-16 20:34:11-03","UFMG","BHCB","195901","PreservedSpecimen","Plantae","Dicotyledon","Vochysiaceae","Vochysia",NA,"Vochysia",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","05","31","Brasil","Minas Gerais","Nova União","Altamira de Cima, Mata ciliar, margens da estrada de chão, próx ponte rib. Preto","-43.565056","-19.510778","-43.565056","-19.510778","1160","1160","8","Árvore ca. 2m, em floração; Floresta Estacional Semidecidual, mata de galeria","Aubl.",NA,NA,NA,NA,NA,"Southern America","BHCB195901",NA,NA,NA,NA,NA,NA,NA
"99","2020-03-16 20:34:11-03","UFMG","BHCB","195923","PreservedSpecimen","Plantae","Dicotyledon","Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum",NA,"Júlio, JL; Alvarenga, APS; Lima, RM; Rocha, ABS","2019","06","01","Brasil","Minas Gerais","Nova União","Altamira de Cima, Trilha para parte alta da Cachoeira Alta","-43.5725","-19.513639","-43.5725","-19.513639","1399","1399","30","Campo Rupestre, capão","Mart.","2019","06","01",NA,NA,"Southern America","BHCB195923",NA,NA,NA,NA,NA,NA,NA
"100","2020-01-06 14:21:59-03","CPACT","ECT","3896","PreservedSpecimen","Plantae",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","G.Heiden","C.M.Siniscalchi; F.Fardin | B.F.P.Loeuille","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó. Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres. Campo rupestre.","-43.572778","-19.512222","43º34'22''W","19º30'44''S","1304","1304","434",NA,"(DC.) O.Hoffm.","2017","10","09",NA,NA,NA,"ECT0003896","ECT0003896",NA,NA,NA,NA,NA,NA
"101","2018-10-26 11:41:43-03","Cenargen","CEN","99558","S","Plantae",NA,"Asteraceae","Calea","heteropappa","Calea heteropappa","F. Fardin","F. Fardin","2014","03","10","Brasil","MG","NOVA UNIAO","Serra do Cipó, Distrito de Altamira,próximo a mata ciliar","-43.566666","-19.533333","-43,566666","-19,533333","1200","1200","6","Doação Universidade de São paulo Herbario SPF","Pruski & Urbatsch",NA,NA,NA,NA,NA,NA,"CEN00099558","CEN00099558","Exsicatas","1",NA,NA,NA,NA
"102","2018-10-26 11:41:46-03","Cenargen","CEN","99557","S","Plantae",NA,"Asteraceae","Calea","rotundifolia","Calea rotundifolia","F. Fardin","F. Fardin","2014","03","08","Brasil","MG","NOVA UNIAO","Serra do Cipó, Distrito de Altamira","-43.566666","-19.533333","-43,566666","-19,533333","1200","1200","3","Doação Universidade de São paulo Herbario SPF","(Less.) Baker",NA,NA,NA,NA,NA,NA,"CEN00099557","CEN00099557","Exsicatas","1",NA,NA,NA,NA
"103","2018-10-26 11:46:02-03","Cenargen","CEN","104731","S","Plantae",NA,"Dioscoreaceae","Dioscorea",NA,"Dioscorea",NA,"Narcísio Costa Bigio - UNIR","2015","06","05","Brasil","MG","NOVA UNIAO","Vale das Cachoeiras. Trilha para cachoeira.","-62.376388","-10.918888","-62,376388","-10,918888",NA,NA,"1716","Liana com frutos verdes, septos escuros, nervuras amarelas. Espinhos nas axilas das folhas. Doação Herbário Rondoniensis - RON - Coleção João Geraldo Kuhlmann. RON nº: 11087.",NA,NA,NA,NA,NA,NA,NA,"CEN00104731","CEN00104731","Exsicatas","1",NA,NA,NA,NA
"104","2018-10-26 11:44:31-03","Cenargen","CEN","104732","S","Plantae",NA,"Chrysobalanaceae","Hirtella",NA,"Hirtella",NA,"Narcísio Costa Bigio - UNIR","2015","06","05","Brasil","MG","NOVA UNIAO","Vale das Cachoeiras. Trilha para cachoeira.","-62.376388","-10.918888","-62,376388","-10,918888",NA,NA,"1723","Espigas pendentes. Doação Herbário Rondoniensis - RON - Coleção João Geraldo Kuhlmann. RON nº: 11094.",NA,NA,NA,NA,NA,NA,NA,"CEN00104732","CEN00104732","Exsicatas","1",NA,NA,NA,NA
"105","2019-11-13 11:15:56-03","USP","SPF","227813","PreservedSpecimen","Plantae",NA,"Asteraceae","Acanthospermum",NA,"Acanthospermum",NA,"Fardin, F","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333","-43.566667","-19.533333","1200","1200","4","Erva decumbente. Flores alvas.; Próximo ao rio. Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"SPF00227813","SPF00227813",NA,NA,NA,NA,NA,NA
"106","2019-11-13 11:15:58-03","USP","SPF","227810","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia",NA,"Aspilia",NA,"Fardin, F","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333","-43.566667","-19.533333","1200","1200","1","Subarbusto até 1,2 m alt. Flores amarelas, anteras negras.; Transição entre mata de encosta e campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"SPF00227810",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-13 11:16:09-03","USP","SPF","222698","PreservedSpecimen","Plantae",NA,"Asteraceae","Baccharis","retusa","Baccharis retusa","Heiden, G","Siniscalchi, CM","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","13","13","431","Arbusto, até 0,5 m alt. Folhas viscosas, capítulos alvos.; Campo rupestre.","DC.","2017","10",NA,NA,NA,NA,"SPF00222698",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-13 11:16:13-03","USP","SPF","227814","PreservedSpecimen","Plantae",NA,"Asteraceae","Calea","heteropappa","Calea heteropappa","Fardin, F","Fardin, F","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333","-43.566667","-19.533333","1200","1200","5","Erva, até 80 cm alt. Flores amarelas.; Próximo ao curso d'água. Campo rupestre.","Pruski & Urbatsch","2014","05",NA,NA,NA,NA,"SPF00227814",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-13 11:16:13-03","USP","SPF","227815","PreservedSpecimen","Plantae",NA,"Asteraceae","Calea","heteropappa","Calea heteropappa","Fardin, F","Fardin, F","2014","03","10","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333","-43.566667","-19.533333","1200","1200","6","Erva até 1,6 m alt. Flores amarelas.; Próximo a mata ciliar. Campo rupestre.","Pruski & Urbatsch","2014","05",NA,NA,NA,NA,"SPF00227815",NA,NA,NA,NA,NA,NA,NA
"110","2019-11-13 11:16:14-03","USP","SPF","227812","PreservedSpecimen","Plantae",NA,"Asteraceae","Calea","rotundifolia","Calea rotundifolia","Fardin, F","Fardin, F","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333","-43.566667","-19.533333","1200","1200","3","Arbusto até 2 m alt. Flores amarelas.; Campo rupestre.","(Less.) Baker","2014","05",NA,NA,NA,NA,"SPF00227812",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-13 11:16:19-03","USP","SPF","216043","PreservedSpecimen","Plantae",NA,"Asteraceae","Dasyphyllum",NA,"Dasyphyllum",NA,"Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.571314","-19.516056","-43.571314","-19.516056","1270","1270","872","Arvoreta até 2 m. Flores passadas.; Transição mata de encosta para campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"SPF00216043",NA,NA,NA,NA,NA,NA,NA
"112","2019-11-13 11:16:19-03","USP","SPF","216041","PreservedSpecimen","Plantae",NA,"Asteraceae","Echinocoryne",NA,"Echinocoryne",NA,"Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","1347","1347","877","Arbusto até 40 cm. Flores passadas.; Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"SPF00216041",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-13 11:16:22-03","USP","SPF","222702","PreservedSpecimen","Plantae",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","Heiden, G","Siniscalchi, CM","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572836","-19.512158","-43.572836","-19.512158","13","13","434","Ervas, folhas rígidas e ásperas ao toque, eretas. Capítulos com flores liguladas alvas e flores tubulosas amarelo-pálidas.; Campo rupestre.","(DC.) O.Hoffm.","2017","10",NA,NA,NA,NA,"SPF00222702",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-13 11:16:22-03","USP","SPF","216039","PreservedSpecimen","Plantae",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","Loeuille, B","Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","1347","1347","875","Subarbusto até 50 cm. Flores lilases.; Borda de mata de galeria.","(Mart. ex DC.) H.Rob.","2014",NA,NA,NA,NA,NA,"SPF00216039",NA,NA,NA,NA,NA,NA,NA
"115","2019-11-13 11:16:22-03","USP","SPF","216044","PreservedSpecimen","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","Loeuille, B","Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","1347","1347","873","Subarbusto até 40 cm. Flores alvas.; Campo rupestre.","(Mart. ex DC.) H.Rob.","2014",NA,NA,NA,NA,NA,"SPF00216044",NA,NA,NA,NA,NA,NA,NA
"116","2019-11-13 11:16:22-03","USP","SPF","216045","PreservedSpecimen","Plantae",NA,"Asteraceae","Lessingianthus",NA,"Lessingianthus",NA,"Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","1347","1347","874","Subarbusto até 30 cm. Flores lilases.; Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"SPF00216045",NA,NA,NA,NA,NA,NA,NA
"117","2019-11-13 11:16:24-03","USP","SPF","216037","PreservedSpecimen","Plantae",NA,"Asteraceae","Lessingianthus","tomentellus","Lessingianthus tomentellus","Loeuille, B","Loeuille, B","2014","03","10","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Alta Mira, Trilha da Lagoa Dourada.","-43.574322","-19.511908","-43.574322","-19.511908","1306","1306","882","Arbusto até 1 m. Flores roxas.; Campo rupestre.","(Mart. ex DC.) H.Rob.","2014",NA,NA,NA,NA,NA,"SPF00216037",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-13 11:16:24-03","USP","SPF","216038","PreservedSpecimen","Plantae",NA,"Asteraceae","Lessingianthus","vepretorum","Lessingianthus vepretorum","Loeuille, B","Loeuille, B","2014","03","10","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Alta Mira, Trilha da Lagoa Dourada.","-43.574322","-19.511908","-43.574322","-19.511908","1306","1306","883","Subarbusto até 50 cm. Flores roxas.; Campo rupestre.","(Mart. ex DC.) H.Rob.","2014",NA,NA,NA,NA,NA,"SPF00216038",NA,NA,NA,NA,NA,NA,NA
"119","2019-11-13 11:16:25-03","USP","SPF","216034","PreservedSpecimen","Plantae",NA,"Asteraceae","Lychnophora","rupestris","Lychnophora rupestris","Loeuille, B","Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Alta Mira, trilha da Lagoa Dourada.","-43.574322","-19.511908","-43.574322","-19.511908","1306","1306","879","Arvoreta até 1,5 m. Flores roxas.; Campo rupestre.","Semir","2014",NA,NA,NA,NA,NA,"SPF00216034",NA,NA,NA,NA,NA,NA,NA
"120","2019-11-13 11:25:10-03","USP","SPF","227811","PreservedSpecimen","Plantae",NA,"Melastomataceae",NA,NA,NA,NA,"Fardin, F","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333","-43.566667","-19.533333","1200","1200","2","Subarbusto. Flores vermelhas/laranja, estames amarelos.; Campo rupestre, solo com cascalho.",NA,NA,NA,NA,NA,NA,NA,"SPF00227811","SPF00227811",NA,NA,NA,NA,NA,NA
"121","2019-11-13 11:16:27-03","USP","SPF","222701","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Oliveira, CT","Siniscalchi, CM","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.574322","-19.511908","-43.574322","-19.511908","13","13","433","Arbusto ereto, ramificado na base, ca. 1 m alt. Caule vináceo, folhas glaucas. Inflorescências jovens vináceas, flores alvas. Folhas odoríferas.; Campo rupestre.","Mart. ex Baker","2016","09",NA,NA,NA,NA,"SPF00222701",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-13 11:16:27-03","USP","SPF","222699","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","purpurascens","Mikania purpurascens","Oliveira, CT","Siniscalchi, CM","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","13","13","432","Arbusto ereto, pouco ramificado, ca. 1 m alt. Folhas discolores, face abaxial alvescente, capítulos alvos.; Campo rupestre.","(Baker) R.M.King & H.Rob.","2014","03",NA,NA,NA,NA,"SPF00222699",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-13 11:22:58-03","USP","SPF","222697","PreservedSpecimen","Plantae",NA,"Leguminosae","Periandra","mediterranea","Periandra mediterranea","Siniscalchi, CM","Siniscalchi, CM","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.571314","-19.516061","-43.571314","-19.516061","12","12","430","Arbusto ereto, ramificado, ca. 1,5 m alt. Folhas discolores. Flores ressupinadas, roxas, estandarte com mancha central branca.; Transição entre mata e campo rupestre, solo pedregoso.","(Vell.) Taub.","2014","03",NA,NA,NA,NA,"SPF00222697",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-13 11:16:32-03","USP","SPF","227816","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria","Antar, GM","Fardin, F","2014","03","10","Brasil","Minas Gerais","Nova União","Serra do Cipó","-43.566667","-19.533333","-43.566667","-19.533333","1200","1200","7",NA,"(Baker) Roque","2016","10",NA,NA,NA,NA,"SPF00227816","SPF00227816",NA,NA,NA,NA,NA,NA
"125","2019-11-13 11:16:35-03","USP","SPF","216042","PreservedSpecimen","Plantae",NA,"Asteraceae","Stenocephalum","megapotamicum","Stenocephalum megapotamicum","Loeuille, B","Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","1347","1347","878","Subarbusto até 35 cm. Flores lilases.; Campo rupestre.","(Spreng.) Sch.Bip.","2014",NA,NA,NA,NA,NA,"SPF00216042",NA,NA,NA,NA,NA,NA,NA
"126","2019-11-13 11:16:37-03","USP","SPF","216040","PreservedSpecimen","Plantae",NA,"Asteraceae","Vernonanthura","polyanthes","Vernonanthura polyanthes","Loeuille, B","Loeuille, B","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","1347","1347","876","Arbusto até 45 cm. Flores alvas.; Borda de mata de galeria.","(Spreng.) A.J.Vega & Dematt.","2014",NA,NA,NA,NA,NA,"SPF00216040",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-13 11:23:33-03","USP","SPF","22293","PreservedSpecimen","Plantae",NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides",NA,"Hensold, N","1982","01","11","Brasil","Minas Gerais","Nova União","Serra da Pedra Redonda.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"CFCR2813",NA,"A.St.-Hil. & Girard",NA,NA,NA,"22846","auto",NA,"SPF00022293","SPF00022293",NA,NA,NA,NA,NA,NA
"128","2019-11-13 11:20:40-03","USP","SPF","22294","PreservedSpecimen","Plantae",NA,"Lamiaceae","Eriope","macrostachya","Eriope macrostachya hypoleuca","Harley, RM","Hensold, N","1982","01","11","Brasil","Minas Gerais","Nova União","Serra da Pedra Redonda. A 18 km de José de Melo.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"CFCR2814",NA,"Benth.","1982",NA,NA,"22846","auto",NA,"SPF00022294","SPF00022294",NA,NA,"hypoleuca",NA,NA,NA
"129","2019-11-13 11:19:27-03","USP","SPF","223700","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Paepalanthus","altamirensis","Paepalanthus altamirensis","Tissot-Squalli, ML; Sauthier, LJ","Tissot-Squalli, ML","2013","11","16","Brasil","Minas Gerais","Nova União","Serra do Cipó, Altamira. Mutuca de Cima.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"HUI3881",NA,"Tissot-Sq. & Sauthier","2015","12","08","22846","auto",NA,"SPF00223700",NA,NA,NA,NA,"isotype",NA,NA
"130","2019-11-13 11:16:35-03","USP","SPF","216036","PreservedSpecimen","Plantae",NA,"Asteraceae","Sphagneticola","trilobata","Sphagneticola trilobata","Loeuille, B","Loeuille, B","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"881","Erva rasteira até 15 cm. Flores amarelas.; Área antropizada.","(L.) Pruski","2014",NA,NA,"22846","auto",NA,"SPF00216036",NA,NA,NA,NA,NA,NA,NA
"131","2019-11-13 11:16:16-03","USP","SPF","216035","PreservedSpecimen","Plantae",NA,"Asteraceae","Centratherum","punctatum","Centratherum punctatum","Loeuille, B","Loeuille, B","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.5797004699707","-19.6900005340576",NA,NA,NA,NA,"880","Erva até 20 cm. Flores roxas.; Área antropizada.","Cass.","2014",NA,NA,"22846","auto",NA,"SPF00216035",NA,NA,NA,NA,NA,NA,NA
"132","2019-10-07 09:11:15-03","UEFS","HUEFS","233143","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Calea","rotundifolia","Calea rotundifolia","F.Fardin","Fardin, F.","2014","03","08","Brasil","Minas Gerais","Nova União","Altamira. Serra do Cipó.","-43.566667","-19.533333","43W34'","19S32'","1200","1200","3","Campo rupestre.","(Less.) Baker","2014","05",NA,NA,NA,NA,"HUEFS0233143","HUEFS0233143",NA,NA,NA,NA,"Asteranae","Asterales"
"133","2019-05-06 11:55:19-03","UFU","HUFU","70959","S","Plantae",NA,"Eriocaulaceae","Actinocephalus",NA,"Actinocephalus","Echternacht, L.","Echternacht, L.; Bastos, V.T.","2015","04","20","Brasil","Minas Gerais","Nova União","Altamira, Alto da serra a leste so Vale Altamira. Pico mais alto (aparentemente sem nome a região).","-43.5475","-19.519444","-43.5475","-19.519444",NA,NA,"2633","Vegetação herbácea densa a rala. População abundante, com milhares de indiciduos em toda serra. Rosetas sobre caule alongado com até 1m de altura, espessado pela bainha das folhas e marcado pelo fogo. indivíduos em inflorescência em",NA,"2015","05",NA,NA,NA,NA,"HUFU00029287","HUFU00029287",NA,NA,NA,NA,NA,NA
"134","2019-05-06 11:55:19-03","UFU","HUFU","70958","S","Plantae",NA,"Eriocaulaceae","Actinocephalus","arenicola","Actinocephalus arenicola","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2015","04","20","Brasil","Minas Gerais","Nova União","Altamira, Alto da serra a leste do vale de Altamira. Trilha fraca ou ausente para chegar ao local.","-43.545","-19.548056","-43.545","-19.548056",NA,NA,"2632","População pontual, no ápice da afloração.; Campo rupestre em platô no alto da encosta ocidental. Solo alaranjado (tipo latossolo).",NA,"2015","04",NA,NA,NA,NA,"HUFU00029119","HUFU00029119",NA,NA,NA,NA,NA,NA
"135","2019-05-06 11:55:19-03","UFU","HUFU","67567","S","Plantae",NA,"Eriocaulaceae","Actinocephalus","geniculatus","Actinocephalus geniculatus","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.554722","-19.510833","-43.554722","-19.510833","1380","1380","2326","Apenas um indivíduo encontrado.; Campo rupestre de formação quartzoza. Vegetação herbácea. Solo arenoso.","(Bong.) F.N. Costa","2013","08","11",NA,NA,NA,"HUFU00029084","HUFU00029084",NA,NA,NA,NA,NA,NA
"136","2019-05-06 12:01:55-03","UFU","HUFU","68544","S","Plantae",NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Na subida para a Cachoeira do Marimbondo.","-43.565556","-19.518333","-43.565556","-19.518333","1154","1154","2371","Erva abundante localmente. Terrestre, raque ereta, pinas pendentes.; Beira da estrada e borda de mata secundária.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059320","HUFU00059320",NA,NA,NA,NA,NA,NA
"137","2019-05-06 11:51:50-03","UFU","HUFU","68547","S","Plantae",NA,"Anemiaceae","Anemia",NA,"Anemia",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Nas margens do Rio Preto.","-43.562778","-19.516389","-43.562778","-19.516389","1136","1136","2374","Erva terrestre, abundante localmente.; Beira do córrego, sub-bosque de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059317","HUFU00059317",NA,NA,NA,NA,NA,NA
"138","2019-05-06 11:51:50-03","UFU","HUFU","68553","S","Plantae",NA,"Anemiaceae","Anemia",NA,"Anemia",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima.","-43.565","-19.519444","-43.565","-19.519444","1138","1138","2380","Erva terrestre.; Sub-bosque de mata.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059311","HUFU00059311",NA,NA,NA,NA,NA,NA
