"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","order","class","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"543","2019-10-02 15:09:00-03","UFMG","BHCB","149672","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","hystrix","Xyris hystrix","Seub.",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2226","2011","04","10","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.497778","-19.220833","-43.497778","-19.220833",NA,"1319","1319",NA,"Erva terrestre, formando densas touceiras com mucilagem hialina na base. Espigas jovens castanho-escuras.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"544","2019-10-02 15:09:00-03","UFMG","BHCB","149637","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","insignis","Xyris insignis","L.A.Nilsson",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2191","2011","04","06","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo limpo.","-43.473333","-19.276944","-43.473333","-19.276944",NA,"1290","1290",NA,"Erva terrestre, cespitosa. Base da bainha negra. Espiga castanha recoberta por tricomas alvos. Mácula verde na área dorsal das brácteas. Flores amarelas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"545","2019-10-02 15:09:00-03","UFMG","BHCB","149673","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","itatiayensis","Xyris itatiayensis","(Malme) Wand. & Sajo",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2227","2011","04","10","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.497778","-19.220833","-43.497778","-19.220833",NA,"1319","1319",NA,"Erva terrestre, cespitosa. Espiga castanha.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"546","2019-10-02 15:09:00-03","UFMG","BHCB","149671","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","laxifolia","Xyris laxifolia","Mart.",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2225","2011","04","10","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.496667","-19.219167","-43.496667","-19.219167",NA,"1311","1311",NA,"Erva anual terrestre. Base das folhas vermelhas. Espiga castanho-escura com mácula dorsal verde nas brácteas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"547","2019-10-02 15:09:00-03","UFMG","BHCB","149641","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","longiscarpa","Xyris longiscarpa","L.A.Nilsson",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2195","2011","04","07","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo limpo próximo ao Pico do Salitreiro.","-43.484722","-19.308333","-43.484722","-19.308333",NA,"1288","1288",NA,"Erva terretsre, cespitosa, formando densas populações. Espiga castanho-escura. Flores amarelas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"548","2019-10-02 15:09:02-03","UFMG","BHCB","149650","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","minarum","Xyris minarum","Seub.",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2204","2011","04","07","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo rupestre próximo à base do pico do Salitreiro.","-43.473333","-19.305278","-43.473333","-19.305278",NA,"1329","1329",NA,"Erva terrestre, cespitosa. Espiga castanha com o extremo das margens lacerado e vermelho. Logo abaixo apresenta uma faixa mais escura. Brácteas com mácula verde na face dorsal. Flores amarelas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"549","2019-10-02 15:09:02-03","UFMG","BHCB","149670","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","montivaga","Xyris montivaga","Kunth",NA,"2018","12",NA,"Mota, NFO; Freitas, GHS; Costa, LM","2224","2011","04","10","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.495856","-19.2199","-43.495856","-19.2199",NA,"1307","1307",NA,"Erva terrestre, densamente cespitosa em campo queimado. Espiga dourada com as margens das brácteas avermelhadas. Mácula verde. Flores amarelas.",NA,NA,NA,"Southern America",NA,"BHCB049208",NA,NA,NA,NA,NA
"550","2019-10-02 15:09:02-03","UFMG","BHCB","149640","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","nubigena","Xyris nubigena","Kunth",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2194","2011","04","07","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo limpo próximo ao Pico do Salitreiro.","-43.484722","-19.308333","-43.484722","-19.308333",NA,"1288","1288",NA,"Erva terretsre, cespitosa. Espiga castanho-clara. Flores amarelas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"551","2019-10-02 15:09:02-03","UFMG","BHCB","149652","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula","L.A. Nilsson",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2206","2011","04","07","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo rupestre próximo à base do pico do Salitreiro.","-43.473333","-19.305278","-43.473333","-19.305278",NA,"1329","1329",NA,"Erva terrestre, cespitosa. Base da bainha foliar negra com as margens com longos tricos dourados. Espiga castanho-escura. Flores amarelas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"552","2019-10-02 15:09:02-03","UFMG","BHCB","149674","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","obtusiuscula","Xyris obtusiuscula","L.A. Nilsson",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2228","2011","04","10","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.497778","-19.220833","-43.497778","-19.220833",NA,"1319","1319",NA,"Erva terrestre. Base das folhas negras com as margens com tricomas longos dourados. Espiga castanho-escura.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"553","2019-10-02 15:09:03-03","UFMG","BHCB","149655","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","pilosa","Xyris pilosa","Kunth",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2209","2011","04","08","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo rupestre próximo ao córrego córrego do Salitreiro (carta IBGE)","-43.513611","-19.285556","-43.513611","-19.285556",NA,"1309","1309",NA,"Erva terrestre densamente cespitosa. Densas populações. Flores amarelas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"554","2019-10-02 15:09:03-03","UFMG","BHCB","149656","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","platystachya","Xyris platystachya","L.A. Nilsson ex Malme",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2210","2011","04","08","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Brejo associado à capão da nascente do córrego do Lajeado.","-43.505833","-19.296389","-43.505833","-19.296389",NA,"1362","1362",NA,"Erva cespitosa. Base das bainhas vermelhas com mucilagem hialina. Escapo com 1,6m de altura. Espigas castanhas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"555","2019-10-02 15:09:03-03","UFMG","BHCB","149676","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","roraimae","Xyris roraimae","Malme",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2230","2011","04","10","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.497778","-19.220833","-43.497778","-19.220833",NA,"1319","1319",NA,"Erva terrestre em campo brejoso. Espiga imatura avermelhada.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"556","2019-10-02 15:09:05-03","UFMG","BHCB","149638","PreservedSpecimen","Plantae","Monocotyledon","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla","Mart.",NA,NA,NA,NA,"Mota, NFO; Freitas, GHS; Costa, LM","2192","2011","04","07","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo limpo próximo ao Pico do Salitreiro.","-43.484722","-19.308333","-43.484722","-19.308333",NA,"1288","1288",NA,"Erva terretsre, cespitosa. Espiga castanha com mácula verde na face dorsal das brácteas. Flores amarelas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"557","2020-02-18 22:19:43-03","UFMG","BHCB","168680","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Heterocoma",NA,"Heterocoma",NA,NA,NA,NA,NA,"Giorni, VT; Burkowski, PM","757","2014","01","06","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arvoreta, 2 - 2,5m, População restrita.; Campo rupestre sobre quartzito.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"558","2019-10-02 15:00:20-03","UFMG","BHCB","130101","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrcia",NA,"Myrcia","DC.",NA,NA,NA,NA,"Santos, MF; Freitas, HS; Pena, MA; Watanabe, MTC; Sano, PT","106","2006","12","10","Brasil","Minas Gerais","Morro do Pilar","Campo nos arredores da Estrada Real (trecho Morro do Pilar-Itambé do Mato Dentro).","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arvoreta, 3m. Folhas discolores. Cálice verde, pétalas e estames creme. Odor adocicado.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"559","2019-10-02 15:00:31-03","UFMG","BHCB","104673","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine",NA,"2019","05",NA,"Salles, AH; Cesar, MAO; Azevedo, INC; Jesus, FPR de","3924","2005","12","08","Brasil","Minas Gerais","Morro do Pilar","Estrada Real, Entre Morro do Pilar e Itambé do Mato Dentro. Zona da mata. Campo rupestre.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arbusto 2,00m. Fruto preto.","auto",NA,NA,"Southern America",NA,"BHCB010857","BHCB010857",NA,NA,NA,NA
"560","2019-10-02 14:56:37-03","UFMG","BHCB","156843","PreservedSpecimen","Plantae","Dicotyledon","Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Rocha, MJR; Ribeiro, RC; Silveira, FA; Martins, LC","372","2012","03","14","Brasil","Minas Gerais","Morro do Pilar","Estrada sentido Morro do Pilar, próximo ao entroncamento para Morro do Pilar","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"561","2019-10-02 14:56:47-03","UFMG","BHCB","156843","PreservedSpecimen","Plantae","Dicotyledon","Melastomataceae","Fritzschia","erecta","Fritzschia erecta","Cham. & Schltdl.",NA,NA,NA,NA,"Rocha, MJR; Ribeiro, RC; Silveira, FA; Martins, LC","372","2012","03","14","Brasil","Minas Gerais","Morro do Pilar","Estrada sentido Morro do Pilar, próximo ao entroncamento para Morro do Pilar","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"562","2019-10-02 15:00:31-03","UFMG","BHCB","130188","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Myrcia","nitida","Myrcia nitida","Cambess.",NA,"2019","05",NA,"Santos, MF; Freitas, HS; Pena, MA; Watanabe, MTC; Sano, PT","102","2006","12","10","Brasil","Minas Gerais","Morro do Pilar","Mata na beira da Estrada Real (trecho Morro do Pilar-Itambé do Mato Dentro)","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arvoreta, 1,5 m. Botões florais creme-esverdeados.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"563","2019-10-02 14:59:58-03","UFMG","BHCB","130099","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,NA,NA,NA,"Santos, MF; Freitas, HS; Pena, MA; Watanabe, MTC; Sano, PT","104","2006","12","10","Brasil","Minas Gerais","Morro do Pilar","Mata na beira da Estrada Real (trecho Morro do Pilar-Itambé do Mato Dentro).","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arvoreta, 2 m. Folhas discolores. Botões esverdeados.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"564","2019-10-02 14:59:52-03","UFMG","BHCB","130100","PreservedSpecimen","Plantae","Dicotyledon","Myrtaceae","Calyptranthes",NA,"Calyptranthes","Sw.",NA,NA,NA,NA,"Santos, MF; Freitas, HS; Pena, MA; Watanabe, MTC; Sano, PT","101","2006","12","10","Brasil","Minas Gerais","Morro do Pilar","Mata na beira da Estrada Real (trecho Morro do Pilar-Itambé do Mato Dentro).","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arvoreta, 2 m. Pilosidade ocrácea. Botões florais creme-esverdeados.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"565","2019-10-02 14:57:17-03","UFMG","BHCB","158917","PreservedSpecimen","Plantae","Dicotyledon","Melastomataceae","Microlicia",NA,"Microlicia","T.Machado",NA,NA,NA,NA,"Rocha, MJR; Ribeiro, RC","704","2012","06","18","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Sítio do Geraldinho","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Herbácea, ca 40 cm. Ramos com tricomas, flores róseas","auto",NA,NA,"Southern America",NA,"BHCB038511","BHCB038511",NA,NA,NA,NA
"566","2020-02-18 22:20:55-03","UFMG","BHCB","61705","PreservedSpecimen","Plantae","Dicotyledon","Solanaceae","Solanum","cladotrichum","Solanum cladotrichum","Dunal",NA,NA,NA,NA,"Hatschbach, G; Ferreira, LF","71341","1974","10","26","Brasil","Minas Gerais","Morro do Pilar","Rio Repicão","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Capoeira. Arbusto, 1,7m. Flor alva","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"567","2020-01-31 18:40:44-03","UFMG","BHCB","83583","PreservedSpecimen","Plantae","Dicotyledon","Gentianaceae","Curtia",NA,"Curtia","Cham. & Schltdl.",NA,NA,NA,NA,"Magalhães, M","5896","1953","04","20","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Herbácea, 0,2 a 0,3 m de altura; Campo graminoso úmido, alpino","auto",NA,NA,"Southern America",NA,"BHCB054711",NA,NA,NA,NA,NA
"568","2019-10-02 15:07:39-03","UFMG","BHCB","181992","PreservedSpecimen","Plantae","Monocotyledon","Orchidaceae","Habenaria","hippocrepica","Habenaria hippocrepica","J.A.N.Bat. & Bianch.",NA,"2015","05","26","Batista, JAN; Bianchetti, LB","899","1999","03","12","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Campo a esquerda da estrada cerca de 8 km após o entroncamento para Morro do Pilar, na altura do km 136, na direção de Conceição do Mato Dentro. Área do morro com o cruzeiro.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"2 exsicatas; Erva terrestre. Em plena floração. Muito frequente lo local, principalmente na parte mediana do morro. Sépalos verdes. Pétalos e labelo verde-claro ou verde-amarelado com a base ligeiramente esbranquiçada; Em campo limpo","auto",NA,NA,"Southern America",NA,"BHCB032360","BHCB032360 BHCB032360_1",NA,"Holotypus",NA,NA
"569","2019-10-02 14:57:02-03","UFMG","BHCB","83621","PreservedSpecimen","Plantae","Dicotyledon","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.",NA,"2010","01","26","Magalhães, M","5901","1953","04","20","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, km. 138 estrada rodovia para Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arbustos eretos 1 a 2m, flor alva com estames amarelos.; Campo alpino entre rochas areniticas.","auto",NA,NA,"Southern America",NA,"BHCB047908",NA,NA,NA,NA,NA
"570","2018-08-16 09:49:28-03","URCA","HCDAL","2279","S","Plantae",NA,"Asteraceae","Baccharis","trimera","Baccharis trimera","(Less.) DC.","Barroso, G.M.","1982","06","28","Almeida, E.F.","215","1982","05","21","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, MG-010, a 12km de Morro do Pilar.","-43.483333","-19.233333","-43.483333","-19.233333",NA,NA,NA,NA,"Subarbusto cespitoso, caule alado, áfilo, capítulos alvos, regularmente distribuídos ao longo da porção terminal do caule. Muito frequente. Solo: Argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2018-08-16 09:49:28-03","URCA","HCDAL","8385","S","Plantae",NA,"Asteraceae","Baccharis","trimera","Baccharis trimera","(Less.) DC.","Barroso, G.M.","1982","06","28","Almeida, E.F.","215","1982","05","21","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, MG-010, a 12km de Morro do Pilar.","-43.483333","-19.233333","-43.483333","-19.233333",NA,NA,NA,NA,"Subarbusto cespitoso, caule alado, áfilo, capítulos alvos, regularmente distribuídos ao longo da porção terminal do caule. Muito frequente. Solo: Argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2019-05-02 10:53:38-03","IBt","SP-BRYOPHYTA","136557","S","Plantae",NA,"Helicophyllaceae","Helicophyllum","torquatum","Helicophyllum torquatum","(Hook.) Brid.","Vital, D.M.",NA,NA,NA,"Vital, D.M.","7592","1977","07","31","BRASIL","Minas Gerais","Morro do Pilar",NA,"-43.433333","-19.066667","-43.433333","-19.066667",NA,"620","620",NA,"On a palm tree trunk",NA,NA,NA,"Southern America",NA,"SP073179",NA,NA,NA,NA,NA
"573","2019-05-02 10:53:02-03","IBt","SP-BRYOPHYTA","136558","S","Plantae",NA,"Entodontaceae","Erythrodontium","squarrosum","Erythrodontium squarrosum","(Hampe) Paris","Vital, D.M.",NA,NA,NA,"Vital, D.M.","7593","1977","07","31","BRASIL","Minas Gerais","Morro do Pilar","Serra do Espinhaço","-43.383333","-19.15","-43.383333","-19.15",NA,"620","620",NA,"On bank of a tree",NA,NA,NA,"Southern America",NA,"SP073180",NA,NA,NA,NA,NA
"574","2020-03-09 08:20:39-03","UFPR","UPCB","87914","PreservedSpecimen","Plantae",NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,NA,NA,"Lorenzi, H.","5136","2005","04","03","Brasil","Minas Gerais","Morro do Pilar","Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","-43.305833","-19.317778","-43.305833","-19.317778",NA,"781","781",NA,"Arbusto, ca. 70cm de altura. Flores azuladas. Frutos ausentes..",NA,NA,NA,NA,NA,"UPCB0023447","UPCB0023447",NA,NA,NA,NA
"575","2019-10-11 11:14:08-03","UFPR","UPCB","76268","PreservedSpecimen","Plantae",NA,"Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","Lírio, E.J.","2016",NA,NA,"Labiak, P.H.","5416","2013","02","03","Brasil","Minas Gerais","Morro do Pilar","Estrada de Morro do Pilar para Santo Antonio do Rio Abaixo. Ca. De 2km de Morro do Pilar","-43.362","-19.227","-43.362","-19.227",NA,NA,NA,NA,"Trepadeira. Flores vináceae com matizes creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2019-10-11 11:14:41-03","UFPR","UPCB","89474","PreservedSpecimen","Plantae",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L. G. Lohmann","Kaehler, M.","2013","03",NA,"Labiak, P. H. et al.","5417","2013","02","03","Brasil","Minas Gerais","Morro do Pilar","Estrada de Morro do Pilar para Santo Antonio do Rio Abaixo. Ca. De 2 kmde Morro Pilar.","-43.362","-19.227","-43.362","-19.227",NA,"580","580",NA,"Liana. Flores violáceas, base da corola esbranquiçada. Tuboda corola alvo internamente..",NA,NA,NA,NA,NA,"UPCB0029052","UPCB0029052",NA,NA,NA,NA
"577","2019-10-11 11:17:09-03","UFPR","UPCB","80444","PreservedSpecimen","Plantae",NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Verdi, M.","6558","2013","10","15","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó. Alto Palácio; trilha para as Vellozia gigantea. Elev.: 1308m","-43.519","-19.247","-43.519","-19.247",NA,NA,NA,NA,"Folhas verdes; flor lilás; frequente; encontrado em campo graminoso seco, com pequenos arbustos ou arvoretas, às vezes pedregoso ou arenoso; próximo a rodovia MG-010; onde observou-se a ocorrência de turismo (visitação) e fogo. Altur",NA,NA,NA,NA,NA,"UPCB0008727","UPCB0008727",NA,NA,NA,NA
"578","2019-10-11 11:14:41-03","UFPR","UPCB","89964","PreservedSpecimen","Plantae",NA,"Bignoniaceae","Fridericia","pubercens","Fridericia pubercens","(L.) L. G. Lohmann","Kaehler, M.","2013",NA,NA,"Labiak, P. H. et al.","5415","2013","02","03","Brasil","Minas Gerais","Morro do Pilar","Morro do Pilar - Estrada de Morro do Pilar para Santo Antonio do Rio Abaixo.Ca. De 2 km do Morro do Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","580","580",NA,"Liana, crescendo às margens da estrada. Flores róseas com a base das pétalas esbranquiçadas. Interior da corola alvo..","auto",NA,NA,NA,NA,"UPCB0029043","UPCB0029043",NA,NA,NA,NA
"579","2019-10-11 11:19:22-03","UFPR","UPCB","10016","PreservedSpecimen","Plantae",NA,"Polygalaceae","Securidaca","lanceolata","Securidaca lanceolata","A.St.-Hil. & Moq.","Wurdack, J.J.","1975","01","01","Hatschbach, G.","35377","1974","10","26","Brasil","Minas Gerais","Morro do Pilar","Rio Repicão","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Trepadeira lenhosa, flor vinosa. Mata de galeria..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","2015-05-20 10:33:32-03","UFERSA","MOSS","10086","S","Plantae",NA,"Apocynaceae","Nerium","sp.","Nerium sp.",NA,"Salles, A.H.; et al.","2005","12","01","Salles, A.H.","3931","2005","12","08","Brasil","Minas Gerais","Morro do Pilar","Estrada Real, entre o Morro do Pilar e Itambé do Mato Dentro.","-43.3764","-19.2156",NA,NA,"18539",NA,NA,NA,"Árvore de 4 m.; coletada em campo rupestre, na Zona da Mata; flor branca e perfumada.","auto",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"581","2019-08-05 20:16:38-03","INPA","INPA","88296","S","Plantae","Dicotyledon","Leguminosae-Caes","Cassia","ferruginea","Cassia ferruginea","(Schrad.) Schrad. ex DC.","Barneby, RC",NA,NA,NA,"Hatschbach, GG","35370","1974","10",NA,"Brasil","Minas Gerais","Morro do Pilar","Repicão.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Árvore 6 m; flor amarela; mata secundária.","auto","Fabales",NA,"Southern America",NA,"INPA0088296","INPA0088296 INPA0088296_e",NA,NA,NA,NA
"582","2018-05-10 08:50:36-03","FVD","FVD","42","O","Plantae",NA,"Velloziaceae","Barbacenia","gentianoides","Barbacenia gentianoides","Taub. ex Goethart & Henrard","R. Mello-Silva","2015","10",NA,NA,NA,"2013","04","20","Brasil","Minas Gerais","Morro do Pilar","Velózia gigante, Serra do Cipó","-43.510833","-19.248889","43°30'39W","19°14'56S",NA,"1270","1270",NA,"Erva sobre afloramento rochoso; Domínio fitogeográfico: Cerrado; Vegetação: Campo rupestre",NA,NA,NA,NA,NA,"FVD00042","FVD00042_v1 FVD00042_v2 FVD00042_v3",NA,NA,NA,NA
"583","2018-05-10 08:50:36-03","FVD","FVD","74","O","Plantae",NA,"Eriocaulaceae","Paepalanthus","bromelioides","Paepalanthus bromelioides","Silveira","L. Echternacht","2012","03",NA,NA,NA,"2012","02","18","Brasil","Minas Gerais","Morro do Pilar","Alto do Palácio","-43.532222","-19.260278","43°31'56W","19°15'37S",NA,"1360","1360",NA,"Herbácea de flores alvas; Domínio fitogeográfico: Cerrado; Vegetação: Campo rupestre",NA,NA,NA,NA,NA,"FVD00074","FVD00074_v1 FVD00074_v2",NA,NA,NA,NA
"584","2018-05-10 08:50:36-03","FVD","FVD","24","O","Plantae",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C. Mikan","R. Mello-Silva","2015","09",NA,NA,NA,"2013","04","20","Brasil","Minas Gerais","Morro do Pilar","Velózia gigante, Serra do Cipó","-43.510833","-19.248889","43°30'39W","19°14'56S",NA,"1270","1270",NA,"Arbusto de 1,7m, estéril. Altitude aproximada; Domínio fitogeográfico: Cerrado; Vegetação: Campo rupestre",NA,NA,NA,NA,NA,"FVD00024","FVD00024_v1 FVD00024_v2 FVD00024_v3",NA,NA,NA,NA
"585","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","53062",NA,"Plantae",NA,"Melastomataceae","Miconia","albicans","Miconia albicans",NA,"J.F.A. Baumgratz & B. Valente/12-03-2018",NA,NA,NA,"R.G. Barbosa-Silva; J.L. Silva","892","2017","09","07","Brasil","Minas Gerais","Morro do Pilar","Cachoeira do Pica-Pau","-43.402222","-19.240556","43W24'8","19S14'26",NA,"670","670",NA,"Árvore 6m alt., folhas discolores. Inflorescência jovem castanha. Habitat: Floresta ombrófila",NA,NA,NA,NA,NA,"MBML053062","MBML053062",NA,NA,NA,NA
"586","2018-04-26 14:54:33-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,"Convolvulaceae","Ipomoea","squamisepala","Ipomoea squamisepala","O'Donell","Wood, JRI","2013","05","01","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","304","2011","07","27","Brazil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.518389","-19.246611","-43.518389","-19.246611",NA,NA,NA,NA,"Campo limpo/Cerrado rupestre. Ambiente muito frio e com ventos constantes. Sobre cerca de madeira na beira da estrada",NA,NA,NA,"Southern America",NA,"CONV014831",NA,NA,NA,NA,NA
