"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet"
"103","2019-10-02 14:52:33-03","UFMG","BHCB","127402","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Melothria","pendula","Melothria pendula","L.","Pivari, MOD; Costa, FM; Oliveira, VB","1192","2009","02","03","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Liana emergente, ca. 0,3 prof., flores amarelas, frutos roxos.","BHCB011402",NA,NA,"2013","11","14",NA,NA,"249","249",NA,NA
"104","2019-10-02 15:05:54-03","UFMG","BHCB","191354","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Monstera","adansonii","Monstera adansonii","Schott","Giacomin, LL; Oliveira, CT","389","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Floresta ombrófila degradada próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Liana hemiepífita em subosque.","BHCB191354",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"105","2019-10-02 15:00:26-03","UFMG","BHCB","191339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","grandifolia","Myrcia grandifolia","Cambess.","Giacomin, LL; Oliveira, CT","577","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 1 km de Revés do Belém. A norte de Belém, em meio a plantações de eucalipto.","-42.472972","-19.56275","-42.472972","-19.56275",NA,"Arbusto. Frutos amarelos e vináceos.; Fragmentos de floresta ombrófila degradada.","BHCB191339",NA,NA,NA,NA,NA,NA,NA,"261","261",NA,NA
"106","2019-10-02 15:00:44-03","UFMG","BHCB","191295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","pilosa","Myrciaria pilosa","Sobral & Couto","Giacomin, LL; Oliveira, CT","430","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Bonita, Margens da lagoa","-42.443361","-19.629472","-42.443361","-19.629472",NA,"Arbusto. Flores e botões alvos.","BHCB191295",NA,NA,NA,NA,NA,NA,NA,"260","260",NA,NA
"107","2019-10-02 15:00:34-03","UFMG","BHCB","191302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Giacomin, LL; Oliveira, CT","453","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Próximo a lagoa","-42.451722","-19.618417","-42.451722","-19.618417",NA,"Arvoreta, em monodominância de Swartzia. Frutos verdes.; Em trilha de floresta ombrófila degradada.","BHCB191302",NA,NA,NA,NA,NA,NA,NA,"262","262",NA,NA
"108","2019-10-02 15:00:36-03","UFMG","BHCB","191320","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Giacomin, LL; Oliveira, CT","508","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades de lago, no limite com Vargem Grande No caminho para lagoa.","-42.395417","-19.629889","-42.395417","-19.629889",NA,"Arvoreta, 4 m. Flores alvas.; Fragmento de floresta ombrófila.","BHCB191320",NA,NA,NA,NA,NA,NA,NA,"266","266",NA,NA
"109","2019-10-02 15:00:36-03","UFMG","BHCB","191335","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Giacomin, LL; Oliveira, CT","555","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.447528","-19.687083","-42.447528","-19.687083",NA,"Arvore. Frutos creme.; Fragmento de floresta ombrófila degradada.","BHCB191335",NA,NA,NA,NA,NA,NA,NA,"293","293",NA,NA
"110","2019-10-02 14:55:23-03","UFMG","BHCB","191290","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea",NA,"Ocotea","Aubl.","Giacomin, LL; Oliveira, CT","417","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra.","-42.446722","-19.568333","-42.446722","-19.568333",NA,"Arvore, 12 m, em subosque. Botões alvos.; Floresta ombrófila degradada.","BHCB191290",NA,NA,NA,NA,NA,NA,NA,"237","237",NA,NA
"111","2019-10-02 15:01:06-03","UFMG","BHCB","191307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","461","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Margem de estrada vinicial, em área degradada.","-42.479417","-19.618167","-42.479417","-19.618167",NA,"Arbusto, cálice alaranjado.","BHCB191307",NA,NA,NA,NA,NA,NA,NA,"252","252",NA,NA
"112","2019-10-02 15:01:08-03","UFMG","BHCB","191286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,"Giacomin, LL; Oliveira, CT","407","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Erva em subosque. Flores amarelas.; Floresta ombrófila degradada.","BHCB191286",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"113","2019-10-02 15:01:08-03","UFMG","BHCB","191343","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,"Giacomin, LL; Oliveira, CT","585","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. A sul de Belém, em meio a plantações de eucalipto.","-42.485167","-19.638889","-42.485167","-19.638889",NA,"Erva, flores amarelas.; Fragmentos de floresta ombrófila degradada.","BHCB191343",NA,NA,NA,NA,NA,NA,NA,"268","268",NA,NA
"114","2019-10-02 15:02:32-03","UFMG","BHCB","191279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Palicourea","marcgravii","Palicourea marcgravii","A.St.-Hil.","Giacomin, LL; Oliveira, CT","397","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Arbusto. Flores roxas.; Em subosque. Floresta ombrófila degradada.","BHCB191279",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"115","2019-10-02 15:01:16-03","UFMG","BHCB","191308","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","speciosa","Passiflora speciosa","Gardner","Giacomin, LL; Oliveira, CT","463","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Margem de estrada vinicial, em área degradada.","-42.479417","-19.618167","-42.479417","-19.618167",NA,"Erva lianescente. Fruto vinho.","BHCB191308",NA,NA,NA,NA,NA,NA,NA,"252","252",NA,NA
"116","2019-10-02 15:03:10-03","UFMG","BHCB","191293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Paullinia","rubiginosa","Paullinia rubiginosa","Cambess.","Giacomin, LL; Oliveira, CT","424","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Em fazenda, próximo a eucaliptal.","-42.437833","-19.624306","-42.437833","-19.624306",NA,"Liana. Frutos vermelhos.; Em mata ciliar. Em fragmento de floresta ombrófila degradada.","BHCB191293",NA,NA,NA,NA,NA,NA,NA,"246","246",NA,NA
"117","2019-10-02 15:03:54-03","UFMG","BHCB","191370","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Physalis",NA,"Physalis",NA,"Giacomin, LL; Oliveira, CT","561","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. de 1 km de Revés do Belem. Em meio a plantação de eucalipto. A norte de Belem.","-42.473056","-19.562778","-42.473056","-19.562778",NA,"Arbusto ereto, flores amarelas.; Fragmento de floresta ombrófila degradada.","BHCB191370",NA,NA,"2009","01","08",NA,NA,"261","261",NA,NA
"118","2020-01-31 18:41:06-03","UFMG","BHCB","127428","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","umbellatum","Piper umbellatum","L.","Pivari, MOD; Costa, FM; Oliveira, VB","1218","2009","02","03","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Arbusto, ca. 1,5m de altura. Inflorescência creme; Local sombreado, proximo à lagoa","BHCB054632",NA,NA,"2020","01",NA,NA,NA,"249","249",NA,NA
"119","2019-10-02 15:00:49-03","UFMG","BHCB","191352","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","O.Berg","Giacomin, LL; Oliveira, CT","473","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Em trilha de floresta ombrófila degradada anexa a plantação de eucalipto, próximo a lagoa.","-42.467806","-19.622222","-42.467806","-19.622222",NA,"Árvore, 4 m. Botões alvos.","BHCB191352",NA,NA,NA,NA,NA,NA,NA,"312","312",NA,NA
"120","2019-10-02 15:02:35-03","UFMG","BHCB","191309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.","Giacomin, LL; Oliveira, CT","464","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Margem de estrada vinicial, em área degradada.","-42.479417","-19.618167","-42.479417","-19.618167",NA,"Arbusto, flores amarelas.","BHCB191309",NA,NA,NA,NA,NA,NA,NA,"252","252",NA,NA
"121","2019-10-02 15:02:05-03","UFMG","BHCB","191282","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","400","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Erva. Flores azuis; Em subosque. Floresta ombrófila degradada.","BHCB191282",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"122","2019-10-02 15:02:05-03","UFMG","BHCB","191331","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","542","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.429889","-19.675139","-42.429889","-19.675139",NA,"Arbusto, flores brancas.; Fragmento de floresta ombrófila degradada.","BHCB191331",NA,NA,NA,NA,NA,NA,NA,"260","260",NA,NA
"123","2019-10-02 15:02:05-03","UFMG","BHCB","191338","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","575","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 1 km de Revés do Belém. A nortel de Belém, em meio a plantações de eucalipto.","-42.472972","-19.56275","-42.472972","-19.56275",NA,"Arbusto, flores brancas.; Fragmentos de floresta ombrófila degradada.","BHCB191338",NA,NA,NA,NA,NA,NA,NA,"261","261",NA,NA
"124","2019-10-02 15:02:05-03","UFMG","BHCB","191341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","580","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 1 km de Revés do Belém. A norte de Belém, em meio a plantações de eucalipto.","-42.472972","-19.56275","-42.472972","-19.56275",NA,"Arbusto, flores brancas.; Fragmentos de floresta ombrófila degradada.","BHCB191341",NA,NA,NA,NA,NA,NA,NA,"261","261",NA,NA
"125","2019-12-23 17:48:51-03","UFMG","BHCB","191316","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","sceptrum-marianum","Ruellia sceptrum-marianum","(Vell.) Stearn","Giacomin, LL; Oliveira, CT","486","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades do núcleo urbano de Revés do Belém. Ca. de 1 km do núcleo urbano.","-42.475944","-19.585583","-42.475944","-19.585583",NA,"Arbusto. Flores vermelhas.; Mata ciliar.","BHCB191316","BHCB191316",NA,NA,NA,NA,NA,NA,"249","249",NA,NA
"126","2020-01-27 19:00:27-03","UFMG","BHCB","191319","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae",NA,NA,NA,"A.Juss.","Giacomin, LL; Oliveira, CT","504","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades de lago, no limite com Vargem Grande. No caminho para lagoa.","-42.398111","-19.624333","-42.398111","-19.624333",NA,"Arbusto.; Subosque. Fragmento de floresta ombrófila.","BHCB191319",NA,NA,NA,NA,NA,NA,NA,"274","274",NA,NA
"127","2019-10-02 15:03:22-03","UFMG","BHCB","191275","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.","Giacomin, LL; Oliveira, CT","393","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Arvoreta; Em subosque. Floresta ombrófila degradada.","BHCB191275",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"128","2019-10-02 15:04:03-03","UFMG","BHCB","191360","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","asperum","Solanum asperum","Rich.","Giacomin, LL; Oliveira, CT","410","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Às margens da estrada.","-42.464167","-19.560833","-42.464167","-19.560833",NA,"Arbusto. Flores alvas.; Floresta ombrófila degradada. Próximo a ponte.","BHCB191360",NA,NA,"2008","12","20",NA,NA,"247","247",NA,NA
"129","2019-10-02 15:04:03-03","UFMG","BHCB","191363","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","asperum","Solanum asperum","Rich.","Giacomin, LL; Oliveira, CT","462","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Margem de estrada vinicial.","-42.479444","-19.618056","-42.479444","-19.618056",NA,"Arbusto ereto em meio a capim colonhão. Flores alvas.; Em área degradada.","BHCB191363",NA,NA,"2008","12","21",NA,NA,"252","252",NA,NA
"130","2019-10-02 15:04:05-03","UFMG","BHCB","191371","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.","Giacomin, LL; Oliveira, CT","562","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 1 km de Revés do Belem. Fragmentos de floresta ombrófila degradada a norte de Belem, em meio a plantações de eucalipto.","-42.472972","-19.56275","-42.472972","-19.56275",NA,"Arbusto ascendente, flores brancas.","BHCB191371",NA,NA,NA,NA,NA,NA,NA,"261","261",NA,NA
"131","2019-10-02 15:04:08-03","UFMG","BHCB","191357","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, LL; Oliveira, CT","385","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Às margens da estrada.","-42.464167","-19.560833","-42.464167","-19.560833",NA,"Arbusto. Flores brancas.; Floresta ombrófila degradada. Próximo a ponte.","BHCB191357",NA,NA,"2008","12","20",NA,NA,"247","247",NA,NA
"132","2019-10-02 15:04:11-03","UFMG","BHCB","191366","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cordifolium","Solanum cordifolium","Dunal","Giacomin, LL; Oliveira, CT","498","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. de 7km a leste de Revés do Belem. Próximo a pasto.","-42.405833","-19.611667","-42.405833","-19.611667",NA,"Arbusto ereto, flores roxas.; Fragmento de floresta ombrófila degradada.","BHCB191366",NA,NA,"2008","12","22",NA,NA,"274","274",NA,NA
"133","2019-10-02 15:04:18-03","UFMG","BHCB","191356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","incarceratum","Solanum incarceratum","Ruiz & Pav.","Giacomin, LL; Oliveira, CT","382","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Floresta ombrófila degradada próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Arbusto às margens da estrada. Flores arroxeadas.","BHCB191356",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"134","2019-10-02 15:04:30-03","UFMG","BHCB","191365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","rufescens","Solanum rufescens virescens","Hiern","Giacomin, LL; Oliveira, CT","482","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; proximidade do núcleo urbano de Revés do Belem, Mata ciliar, ca. de 1 km do núcleo urbano.","-42.475278","-19.585556","-42.475278","-19.585556",NA,"Arbusto ereto as margens da estrada. Flores alvas, estames amarelos. Cálice ferrugíneo.; Mata ciliar","BHCB191365",NA,NA,"2008","12","22",NA,NA,"255","255",NA,"virescens"
"135","2019-10-02 15:04:30-03","UFMG","BHCB","191374","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","rufescens","Solanum rufescens virescens","Hiern","Giacomin, LL; Oliveira, CT","589","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural. ca. de 1km de Revés do Belem, em meio a plantações de eucalipto.","-42.480278","-19.555556","-42.480278","-19.555556",NA,"Arbusto ereto, 2,5 m. Flores alvas.; Fragmentos de floresta ombrófila degradada.","BHCB191374",NA,NA,"2009","01","08",NA,NA,"241","241",NA,"virescens"
"136","2019-10-02 15:04:32-03","UFMG","BHCB","191364","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","scuticum","Solanum scuticum","M.Nee","Giacomin, LL; Oliveira, CT","469","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Margem de estrada vinical, em área degradada.","-42.479444","-19.618056","-42.479444","-19.618056",NA,"Arbusto ereto às margens de estrada. Flores alvas.","BHCB191364",NA,NA,"2008","12","21",NA,NA,"252","252",NA,NA
"137","2019-10-02 15:04:32-03","UFMG","BHCB","191375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","scuticum","Solanum scuticum","M.Nee","Giacomin, LL; Oliveira, CT","596","2009","01","09","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. de 15km de Revés do Belem. A sul de Belem, em meio a plantações de eucalipto.","-42.478889","-19.658333","-42.478889","-19.658333",NA,"Arbusto às margens de estrada. Flores roxas, frutos escuros.; Fragmento de floresta ombrófila degradada.","BHCB191375",NA,NA,"2009","01","09",NA,NA,"240","240",NA,NA
"138","2019-10-02 15:04:35-03","UFMG","BHCB","191367","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sublentum","Solanum sublentum","Hiern","Giacomin, LL; Oliveira, CT","499","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rura, Ca. de 7 km a leste de Revés do Belem. Fragmento de floresta ombrófila degradada, próximo a pasto.","-42.405722","-19.61175","-42.405722","-19.61175",NA,"Arbusto prostrado, flores roxas.","BHCB191367",NA,NA,NA,NA,NA,NA,NA,"274","274",NA,NA
"139","2019-10-02 15:04:37-03","UFMG","BHCB","191372","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Giacomin, LL; Oliveira, CT","563","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. de 1 km de Revés do Belem. Em meio a plantação de eucalipto. A norte de Belem.","-42.473056","-19.562778","-42.473056","-19.562778",NA,"Arvoreta, 4m. Flores alvas.; Fragmento de floresta ombrófila degradada.","BHCB191372",NA,NA,"2009","01","08",NA,NA,"261","261",NA,NA
"140","2019-10-02 15:04:37-03","UFMG","BHCB","191373","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Giacomin, LL; Oliveira, CT","569","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. de 1 km de Revés do Belem. Em meio a plantação de eucalipto. A norte de Belem.","-42.480278","-19.555556","-42.480278","-19.555556",NA,"Arvoreta, 3m. Flores alvas.; Fragmento de floresta ombrófila degradada.","BHCB191373",NA,NA,"2009","01","08",NA,NA,"241","241",NA,NA
"141","2019-10-02 15:04:40-03","UFMG","BHCB","191359","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, LL; Oliveira, CT","390","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Às margens da estrada.","-42.464167","-19.560833","-42.464167","-19.560833",NA,"Arbusto. Flores alvas.; Floresta ombrófila degradada.","BHCB191359",NA,NA,"2008","12","20",NA,NA,"247","247",NA,NA
"142","2019-10-02 15:04:40-03","UFMG","BHCB","191368","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, LL; Oliveira, CT","525","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. de 12km de Revés do Belem. Fazenda do Sr.Tito, próximo a lagoa da Ferradura.","-42.43","-19.675278","-42.43","-19.675278",NA,"Arbusto escandente; flores brancas, frutos verdes.; Fragmento de floresta degradada.","BHCB191368",NA,NA,"2009","01","07",NA,NA,"260","260",NA,NA
"143","2019-10-02 14:54:44-03","UFMG","BHCB","191336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,"Giacomin, LL; Oliveira, CT","556","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.273417","-19.671389","-42.273417","-19.671389",NA,"Arvoreta, fruto verde delgado.; Fragmento de floresta ombrófila degradada.","BHCB191336",NA,NA,NA,NA,NA,NA,NA,"253","253",NA,NA
"144","2019-10-02 14:54:44-03","UFMG","BHCB","191328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia","apetala","Swartzia apetala","Raddi","Giacomin, LL; Oliveira, CT","536","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.448444","-19.688194","-42.448444","-19.688194",NA,"Arbusto escandente. Flores amarelas.; Fragmento de floresta ombrófila degradada.","BHCB191328",NA,NA,NA,NA,NA,NA,NA,"267","267",NA,NA
"145","2019-10-02 14:48:55-03","UFMG","BHCB","191317","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Giacomin, LL; Oliveira, CT","492","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades do núcleo urbano de Revés do Belém. Mata ciliar, ca. de 1 km do núcleo urbano.","-42.475944","-19.585583","-42.475944","-19.585583",NA,"Arvoreta, 6 m. Frutos verdes.","BHCB191317",NA,NA,NA,NA,NA,NA,NA,"249","249",NA,NA
"146","2019-10-02 14:48:19-03","UFMG","BHCB","191340","PreservedSpecimen","Plantae","Dicotyledon",NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","Giacomin, LL; Oliveira, CT","578","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 1 km de Revés do Belém. A norte de Belém, em meio a plantações de eucalipto.","-42.472972","-19.56275","-42.472972","-19.56275",NA,"Arvore. Frutos verdes.; Fragmentos de floresta ombrófila degradada.","BHCB191340",NA,NA,NA,NA,NA,NA,NA,"261","261",NA,NA
"147","2019-10-02 14:51:55-03","UFMG","BHCB","191353","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cannabaceae","Trema","micrantha","Trema micrantha","(L.) Blume","Giacomin, LL; Oliveira, CT","533","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 12 km de Revés do Belem. Fragmento de floresta ombrófila degradada próximo a lagoa.","-42.427944","-19.676444","-42.427944","-19.676444",NA,"Arvoreta, 2 m. Frutos verdes a alaranjados.","BHCB191353",NA,NA,NA,NA,NA,NA,NA,"249","249",NA,NA
"148","2020-02-18 22:20:55-03","UFMG","BHCB","191285","PreservedSpecimen","Plantae","Dicotyledon",NA,"Trigoniaceae","Trigoniaceae",NA,"Trigoniaceae",NA,"Giacomin, LL; Oliveira, CT","405","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Trepadeira crescendo.; Em borda de mata. Floresta ombrófila degradada.","BHCB191285",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"149","2019-10-02 15:08:45-03","UFMG","BHCB","126551","PreservedSpecimen","Plantae","Monocotyledon",NA,"Typhaceae","Typha","domingensis","Typha domingensis","Pers.","Pivari, MOD; Costa, FM; Oliveira, VB","1108","2008","10","26","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Juiz de Fora","-42.483889","-19.693333","-42.483889","-19.693333",NA,"Erva, ca. 2m altura. Emergente, ca 0,2m prof. Flores masculinas vermelhas, frutos cremes","BHCB020197",NA,NA,"2008","10","26",NA,NA,"250","250",NA,NA
