"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","monthIdentified","dayIdentified","year","month","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"3008","2019-10-02 15:01:41-03","UFMG","BHCB","147078","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,"Machado, TM; Forzza, RC; Stehmann, JR; Amorim, AMA","266","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha para cachoeira do aurélio.","-41.833333","-20.466667",NA,NA,"Erva terrestre em Mata Nebular. Pétalas liláses, estames alvos.",NA,NA,NA,NA,"2010","12","01","-41.833333","-20.466667","1834","1834","Southern America",NA,NA,NA,NA,NA,NA,NA
"3009","2019-10-02 15:01:41-03","UFMG","BHCB","186222","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,"Bragioni, TLS; Silva, GS; Stehmann, JR","23","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha para Macieira","-41.821639","-20.492917",NA,NA,"Herbácea, flores liláses; folhas com mácula avermelhada central.; Beira da estrada em encosta.",NA,NA,NA,NA,"2016","09","12","-41.821639","-20.492917","1583","1583","Southern America",NA,"BHCB186222",NA,NA,NA,NA,NA
"3010","2019-10-02 15:01:41-03","UFMG","BHCB","183089","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,"Leroy, CJ; Duarte, MO; Paucar, JOA; Bragioni, TLS; Silva, GS","21","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.849306","-20.41975",NA,NA,"Flor amarela.; Barranco. Herbácea.",NA,NA,NA,NA,"2016","09","16","-41.849306","-20.41975","1303","1303","Southern America",NA,NA,NA,NA,NA,NA,NA
"3011","2019-10-02 15:01:43-03","UFMG","BHCB","136078","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","campestris","Polygala campestris","Gardner",NA,"Heringer, G; Machado, TM; Reis, SB","416","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde., Pico da Bandeira.","-41.798139","-20.433417",NA,NA,"Brácteas e sépalas liláses, pétalas brancas.; Campo de altitude.",NA,NA,NA,NA,"2010","03","09","-41.798139","-20.433417",NA,"2792","Southern America",NA,NA,NA,NA,NA,NA,NA
"3012","2019-10-02 15:01:43-03","UFMG","BHCB","136081","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","campestris","Polygala campestris","Gardner",NA,"Heringer, G; Machado, TM; Reis, SB","419","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde., Pico da Bandeira.","-41.798139","-20.433417",NA,NA,"Terrestre em terreno encharcado. Flores bracas.; Campo de altitude.",NA,NA,NA,NA,"2010","03","09","-41.798139","-20.433417",NA,"2792","Southern America",NA,NA,NA,NA,NA,NA,NA
"3013","2019-10-02 15:01:43-03","UFMG","BHCB","136886","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","campestris","Polygala campestris","Gardner",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Kamino, LHY","194","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão.","-41.833611","-20.4125",NA,NA,"Herbácea. Coletada na beirada da trilha, em campo de altitude.",NA,NA,NA,NA,"2010","03","03","-41.833611","-20.4125","2067","2067","Southern America",NA,NA,NA,NA,NA,NA,NA
"3014","2019-10-02 15:01:43-03","UFMG","BHCB","136902","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","campestris","Polygala campestris","Gardner",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Kamino, LHY","210","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão.","-41.828889","-20.413889",NA,NA,"Herbáceae, ca. 20cm. Flores roxas. Coletada dentro d'agua.",NA,NA,NA,NA,"2010","03","03","-41.828889","-20.413889","2116","2116","Southern America",NA,NA,NA,NA,NA,NA,NA
"3015","2019-10-02 15:01:43-03","UFMG","BHCB","183313","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","campestris","Polygala campestris","Gardner","2016","Paucar, JOA; Batista, JAN","31","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha desde a Tronqueira até o Pico da Bandeira","-41.801944","-20.42825",NA,NA,"Herbácea, flor roxa, flores abertas; Longo da trilha",NA,NA,"11","14","2016","09","13","-41.801944","-20.42825","2632","2632","Southern America",NA,"BHCB039525",NA,NA,NA,NA,NA
"3016","2019-10-02 15:01:45-03","UFMG","BHCB","136445","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","lancifolia","Polygala lancifolia","A.St.-Hil. & Moq.",NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","517","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Mata na base do Coração","-41.846806","-20.432111",NA,NA,"Herbácea com 30cm. Flores brancas",NA,NA,NA,NA,"2010","03","11","-41.846806","-20.432111","1356","1356","Southern America",NA,NA,NA,NA,NA,NA,NA
"3017","2019-10-02 15:01:45-03","UFMG","BHCB","136901","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","linoides","Polygala linoides","Poiret.",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Kamino, LHY","209","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão.","-41.828889","-20.413889",NA,NA,"Herbácea. Flores liláses. Coletada na beira de curso d'agua. Rasteira.",NA,NA,NA,NA,"2010","03","03","-41.828889","-20.413889","2116","2116","Southern America",NA,NA,NA,NA,NA,NA,NA
"3018","2019-10-02 15:01:46-03","UFMG","BHCB","182894","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","paniculata","Polygala paniculata","L.","2016","Paiva, JAM; Stehmann, JR; Souza, LS; Gouvêa, YF","985","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-20.709064","-42.422722",NA,NA,"Erva terrícola. Raíz com odor de salicilato de metila; inflorescência branca.; Floresta Ombrófila Densa. Área impactada em borda de trilha.",NA,NA,"09","12","2016","09","11","-20.709064","-42.422722","1292","1292","Southern America",NA,NA,NA,NA,NA,NA,NA
"3019","2019-10-02 15:01:48-03","UFMG","BHCB","136080","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","A.St.-Hil. & Moq.",NA,"Heringer, G; Machado, TM; Reis, SB","418","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde., Pico da Bandeira.","-41.798139","-20.433417",NA,NA,"Terrestre. Flores rosas claro.; Campo de altitude.",NA,NA,NA,NA,"2010","03","09","-41.798139","-20.433417",NA,"2792","Southern America",NA,NA,NA,NA,NA,NA,NA
"3020","2019-10-02 15:01:48-03","UFMG","BHCB","136879","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","A.St.-Hil. & Moq.",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Kamino, LHY","187","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão.","-41.834722","-20.411667",NA,NA,"Herbácea, ca. 20cm. Com botões verdes e brancos, corola creme e esverdeada. Coletada nas pedras da trilha.",NA,NA,NA,NA,"2010","03","03","-41.834722","-20.411667","2037","2037","Southern America",NA,NA,NA,NA,NA,NA,NA
"3021","2019-10-02 15:01:48-03","UFMG","BHCB","136895","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","A.St.-Hil. & Moq.",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Kamino, LHY","203","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão.","-41.8325","-20.413889",NA,NA,"Herbácea. Corola e cálice roxos. Estames brancos. Folhas e nervura central vináceas.",NA,NA,NA,NA,"2010","03","03","-41.8325","-20.413889","2089","2089","Southern America",NA,NA,NA,NA,NA,NA,NA
"3022","2019-10-02 15:07:56-03","UFMG","BHCB","136459","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb","2013","Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","532","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Mata na base do Coração","-41.846944","-20.432222",NA,NA,NA,NA,NA,"07","17","2010","03","11","-41.846944","-20.432222","1356","1356","Southern America",NA,"BHCB009138",NA,NA,NA,NA,NA
"3023","2020-01-28 18:42:58-03","UFMG","BHCB","136260","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Prescottia","glazioviana","Prescottia glazioviana","Cogn.","2017","Burger, H; et al.","299","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.836944","-20.41",NA,NA,"Beira de barranco.",NA,NA,"12","07","2010","03","03","-41.836944","-20.41","1970","1970","Southern America",NA,"BHCB034094",NA,NA,NA,NA,NA
"3024","2019-10-02 15:07:56-03","UFMG","BHCB","120224","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Prescottia",NA,"Prescottia",NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWFde; Barbosa, AR","2543","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, trilha entre a Tronqueira e o Pico da Bandeira, pouco após o Terreirão.","-41.809306","-20.419611",NA,NA,"Erva terrestre, em campo rupestre de altitude, seco. Flores brancas.",NA,NA,NA,NA,"2008","02","12","-41.809306","-20.419611","2385","2385","Southern America",NA,NA,NA,NA,NA,NA,NA
"3025","2019-10-02 15:07:56-03","UFMG","BHCB","136849","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Prescottia",NA,"Prescottia",NA,NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM","157","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Na beira do Rio no Vale Verde.","-41.845556","-20.419722",NA,NA,"Epífita sobre tronco a ca. de 3m. de alt. Flores brancas.; Epífita a ca. de 3m de altura. Flores brancas.; Sobre tronco na beira do rio. Floresta Ombrófila Densa.",NA,NA,NA,NA,"2010","03","02","-41.845556","-20.419722","1482","1482","Southern America",NA,NA,NA,NA,NA,NA,NA
"3026","2019-10-02 15:07:56-03","UFMG","BHCB","136989","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Prescottia",NA,"Prescottia",NA,NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM","297","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Beira do rio no Vale Verde, próxima ao quiosque.","-41.845556","-20.419722",NA,NA,"Epífita coletada na beira do rio em tronco a ca. de 2m. de alt.",NA,NA,NA,NA,"2010","03","07","-41.845556","-20.419722","1482","1482","Southern America",NA,NA,NA,NA,NA,NA,NA
"3027","2019-10-02 15:07:56-03","UFMG","BHCB","186873","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Prescottia","glazioviana","Prescottia glazioviana","Cogn.","2016","Batista, JAN; Borba, EL; Lustre, GMC; Fiorini, C; Duarte, MO","3381","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, trilha entre a Tronqueira e o Terreirão, próximo ao Terreirão","-41.811917","-20.419861",NA,NA,"Coordenadas aproximadas, inferidas a partir do Google Earth.; Erva terrestre, Pouco comum, observado apenas uma população concentrada em um ponto da trilha. Em plena floração. Flores verdes. Sépalas verde claro; pétalas com a base esv",NA,NA,"03","12","2016","03","12","-41.811917","-20.419861","2344","2344","Southern America",NA,"BHCB186873",NA,NA,NA,NA,NA
"3028","2019-10-02 15:07:58-03","UFMG","BHCB","161270","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Prescottia","montana","Prescottia montana","Barb.Rodr.","2014","Batista, JAN; Borba, EL; Oliver, GS","3224","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha entre a Tronqueira e o Terreirão.","-41.814722","-20.419167",NA,NA,"Erva terrestre; flores verdes. Pouco comum, observado apenas um conjunto com poucos exemplares.; Em barranco úmido à margem da trilha.",NA,NA,"04","29","2012","03","10","-41.814722","-20.419167","2292","2292","Southern America",NA,"BHCB014458",NA,NA,NA,NA,NA
"3029","2020-03-16 20:33:29-03","UFMG","BHCB","136419","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Primulaceae",NA,NA,NA,NA,NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","491","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Pico da Bandeira - Terreirão. Campo sobre afloramento.","-41.795833","-20.434778",NA,NA,"Arbusto ca. 2m alt. Frutos amarelados.",NA,NA,NA,NA,"2010","03","09","-41.795833","-20.434778","2890","2890","Southern America",NA,NA,NA,NA,NA,NA,NA
"3030","2020-03-16 20:33:29-03","UFMG","BHCB","136420","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Primulaceae",NA,NA,NA,NA,NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","492","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Pico da Bandeira - Terreirão. Campo sobre afloramento.","-41.795833","-20.434778",NA,NA,"Arbusto ca. 2m alt. Pecíolo e nervura central vináceos. Frutos atro-vináceos.",NA,NA,NA,NA,"2010","03","09","-41.795833","-20.434778","2890","2890","Southern America",NA,NA,NA,NA,NA,NA,NA
"3031","2019-10-02 15:08:36-03","UFMG","BHCB","140899","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Pseudechinolaena","polystachya","Pseudechinolaena polystachya","(Kunth) Stapf","2010","Neves, DRM; Martins, A; Martins, LC","635","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha do Vale Verde","-41.847222","-20.418611",NA,NA,NA,NA,NA,NA,NA,"2010","03","02","-41.847222","-20.418611","1146","1146","Southern America",NA,NA,NA,NA,NA,NA,NA
"3032","2019-10-02 14:50:43-03","UFMG","BHCB","136100","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pseudognaphalium",NA,"Pseudognaphalium","Kirp.",NA,"Heringer, G; Machado, TM; Reis, SB","438","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde., Pico da Bandeira.","-41.801972","-20.42825",NA,NA,"Terrestre próximo ao Pico da Bandeira. Flores amarelas.",NA,NA,NA,NA,"2010","03","09","-41.801972","-20.42825","2638","2638","Southern America",NA,NA,NA,NA,NA,NA,NA
"3033","2019-10-02 14:50:43-03","UFMG","BHCB","136905","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pseudognaphalium",NA,"Pseudognaphalium","Kirp.",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Kamino, LHY","213","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão.","-41.828889","-20.413889",NA,NA,"Herbácea ca. 1,3m. Coletada em curso d'água. Flores amarelas, folhas da base bem escuras.",NA,NA,NA,NA,"2010","03","03","-41.828889","-20.413889","2116","2116","Southern America",NA,NA,NA,NA,NA,NA,NA
"3034","2019-10-02 15:02:35-03","UFMG","BHCB","136456","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","529","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Mata na base do Coração.","-41.846806","-20.432111",NA,NA,"Arbusto com 2m alt. Frutos imaturos verdes.",NA,NA,NA,NA,"2010","03","11","-41.846806","-20.432111","1356","1356","Southern America",NA,NA,NA,NA,NA,NA,NA
"3035","2019-10-02 15:02:35-03","UFMG","BHCB","136845","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM","153","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Próxima ao quiosque na beira do Rio no Vale Verde.","-41.845556","-20.419722",NA,NA,"Liana.; Liana.; Na borda da mata, próximo às churrasqueiras. Floresta Ombrófila Densa.",NA,NA,NA,NA,"2010","03","02","-41.845556","-20.419722","1482","1482","Southern America",NA,NA,NA,NA,NA,NA,NA
"3036","2019-10-02 15:02:35-03","UFMG","BHCB","141159","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,"Neves, DRM; Martins, A; Martins, LC; Hughes, FM","896","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Base da pedra do Coração","-41.843611","-20.431111",NA,NA,"Mata",NA,NA,NA,NA,"2010","03","11","-41.843611","-20.431111","1444","1444","Southern America",NA,NA,NA,NA,NA,NA,NA
"3037","2019-10-02 15:02:42-03","UFMG","BHCB","135861","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.",NA,"Heringer, G; Machado, TM; Reis, SB","199","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Vale Verde.","-41.84825","-20.4195",NA,NA,"Arbórea, 7m de altura, fruto verdes e marrons.; Floresta Ombrófila Densa",NA,NA,NA,NA,"2010","03","02","-41.84825","-20.4195","1122","1122","Southern America",NA,NA,NA,NA,NA,NA,NA
"3038","2019-10-02 15:06:09-03","UFMG","BHCB","143245","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,"Machado, TM; Stehmann, JR; Martins da Costa, I","200","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde, no leito do rio.","-41.845","-20.4195",NA,NA,"Saxícola, próximo a curso de água, brácteas do escapo vermelhas, bráctea floral vermelha, indumento alvo-lanuginoso na brácteas. Sépala rosa, pétala roxa. Planta cultivada no Museu de História Natural e Jardim Botânico da UFMG, MHNJB 02514 e MHNJB 02",NA,NA,NA,NA,"2010","09","25","-41.845","-20.4195","1385","1385","Southern America",NA,NA,NA,NA,NA,NA,NA
"3039","2019-10-02 15:06:09-03","UFMG","BHCB","183017","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","2016","Sanín, D; Leroy, CJL; Duarte, MO; Cruz-Lustre, GM","6687","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.845139","-20.419833",NA,NA,"PRENSADO EM ÁLCOOL.; Erva terrestre, base da folha branca esverdeada, ápice verde escuro, parte adaxial lisa, abaxial rugosa, escapo floral avermelhado entre os nós, brácteas vermelhas, pétalas lilás, estames brancos.",NA,NA,"09","11","2016","09","11","-41.845139","-20.419833","1306","1306","Southern America",NA,NA,NA,NA,NA,NA,NA
"3040","2019-10-02 15:02:00-03","UFMG","BHCB","136103","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Ranunculaceae","Ranunculus","bonariensis","Ranunculus bonariensis","Poir.",NA,"Heringer, G; Machado, TM; Reis, SB","441","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde., Pico da Bandeira.","-41.801972","-20.42825",NA,NA,"Planta aquática em riacho. Flores amarelas.",NA,NA,NA,NA,"2010","03","09","-41.801972","-20.42825","2638","2638","Southern America",NA,NA,NA,NA,NA,NA,NA
"3041","2019-10-02 15:02:00-03","UFMG","BHCB","137025","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Ranunculaceae","Ranunculus","bonariensis","Ranunculus bonariensis","Poir.",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM","334","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha do Pico da Bandeira.","-41.798333","-20.432778",NA,NA,"Macrófita aquática coletada em curso d'água na trilha para o Pico da Bandeira.",NA,NA,NA,NA,"2010","03","09","-41.798333","-20.432778","2784","2784","Southern America",NA,NA,NA,NA,NA,NA,NA
"3042","2019-10-02 15:02:00-03","UFMG","BHCB","135857","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rhamnaceae","Rhamnus","sphaerosperma","Rhamnus sphaerosperma","Sw.",NA,"Heringer, G; Machado, TM; Reis, SB","195","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Vale Verde.","-41.84825","-20.4195",NA,NA,"Arbórea, 10m de altura, frutos pretos.; Floresta Ombrófila Densa",NA,NA,NA,NA,"2010","03","02","-41.84825","-20.4195","1122","1122","Southern America",NA,NA,NA,NA,NA,NA,NA
"3043","2019-10-02 14:51:48-03","UFMG","BHCB","182917","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Cactaceae","Rhipsalis",NA,"Rhipsalis",NA,"2016","Paiva, JAM; Stehmann, JR; Souza, LS; Gouvêa, YF","1008","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-20.709608","-42.409564",NA,NA,"Erva epífita. Frutos imaturos verdes, maduros rosados.; Floresta Ombrófila Densa. Borda de trilha.",NA,NA,"09","12","2016","09","11","-20.709608","-42.409564","1367","1367","Southern America",NA,NA,NA,NA,NA,NA,NA
"3044","2019-10-02 14:51:48-03","UFMG","BHCB","182920","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","2016","Paiva, JAM; Stehmann, JR; Souza, LS; Gouvêa, YF","1011","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-20.708792","-42.475339",NA,NA,"Erva epífita. Frutos imaturos verdes, maduros rosados.; Floresta Ombrófila Densa. Borda de trilha.",NA,NA,"09","12","2016","09","11","-20.708792","-42.475339","1385","1385","Southern America",NA,NA,NA,NA,NA,NA,NA
"3045","2019-10-02 14:51:48-03","UFMG","BHCB","77675","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","2015","Leoni, LS","3442","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Próximo ao córrego Caparaó","-41.836944","-20.41",NA,NA,"Epífita, corola alvacenta.",NA,NA,"05","14","1996","08","09","-41.836944","-20.41","1300","1300","Southern America",NA,"BHCB025703",NA,NA,NA,NA,NA
"3046","2019-10-02 15:06:31-03","UFMG","BHCB","136213","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Rhynchospora",NA,"Rhynchospora","Vahl",NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS; Batista, JAN","250","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.","-41.836861","-20.409861",NA,NA,"Terrestre.",NA,NA,NA,NA,"2010","03","03","-41.836861","-20.409861","1970","1970","Southern America",NA,NA,NA,NA,NA,NA,NA
"3047","2019-10-02 15:06:36-03","UFMG","BHCB","136221","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Link","2018","Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS; Batista, JAN","258","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.","-41.836944","-20.41",NA,NA,"Terrestre, solo encharcado.",NA,NA,NA,NA,"2010","03","03","-41.836944","-20.41","1970","1970","Southern America",NA,"BHCB032263",NA,NA,NA,NA,NA
"3048","2019-10-02 15:06:36-03","UFMG","BHCB","136222","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Rhynchospora","tenuis","Rhynchospora tenuis","Link","2018","Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS; Batista, JAN","259","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.","-41.836944","-20.41",NA,NA,"Terrestre, solo encharcado.",NA,NA,NA,NA,"2010","03","03","-41.836944","-20.41","1970","1970","Southern America",NA,"BHCB032264",NA,NA,NA,NA,NA
"3049","2019-10-02 15:01:58-03","UFMG","BHCB","140934","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Proteaceae","Roupala",NA,"Roupala",NA,NA,"Neves, DRM; Martins, A; Martins, LC; Hughes, FM","670","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha entre a Tronqueira e o rancho dos Cabritos","-41.836944","-20.41",NA,NA,NA,NA,NA,NA,NA,"2010","03","03","-41.836944","-20.41","1755","1755","Southern America",NA,NA,NA,NA,NA,NA,NA
"3050","2019-10-02 15:01:58-03","UFMG","BHCB","143241","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Proteaceae","Roupala",NA,"Roupala",NA,NA,"Machado, TM; Stehmann, JR; Martins da Costa, I","196","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Encantado, no leito do rio.","-41.834167","-20.408667",NA,NA,"Árvore, ca. 2m, próximo a curso de água. Cálice marrom, pétala branca.",NA,NA,NA,NA,"2010","09","25","-41.834167","-20.408667","1975","1975","Southern America",NA,NA,NA,NA,NA,NA,NA
"3051","2019-10-02 15:01:58-03","UFMG","BHCB","183308","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Proteaceae","Roupala",NA,"Roupala",NA,NA,"Paucar, JOA; Batista, JAN","26","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha desde a Tronqueira até o Pico da Bandeira","-41.800139","-20.430278",NA,NA,"Arbusto aproximadamente 2m de altura, flor branco creme",NA,NA,NA,NA,"2016","09","13","-41.800139","-20.430278","2689","2689","Southern America",NA,"BHCB039520",NA,NA,NA,NA,NA
