"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus"
"203","2019-10-02 15:05:01-03","UFMG","BHCB","102248","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Verbenaceae","Stachytarpheta","commutata","Stachytarpheta commutata","Schauer","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Arbusto 1,5m. Flores anil.; Campo rupestre.",NA,"2517","2006","06","10","Southern America","APA Felício, Cachoeira do Sumidouro","-43.25","-18.216667",NA,NA,NA,"BHCB010741",NA,NA,"2006","11",NA,NA,NA
"204","2019-10-02 15:07:01-03","UFMG","BHCB","102253","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Syngonanthus","suberosus","Syngonanthus suberosus","Giul.","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.233333",NA,NA,"Plantas do Brasil.; Às vezes cespitosa.; Área arenosa, antrópica, em Campo rupestre.",NA,"2522","2006","06","10","Southern America","APA Felício, Cachoeira do Sumidouro.","-43.25","-18.233333","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-10-02 15:07:01-03","UFMG","BHCB","138003","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Syngonanthus","suberosus","Syngonanthus suberosus","Giul.","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.210694","-18.197639",NA,NA,"NULL; Capítulos velhos. Espatas acinzentadas, escapos esverdeados. Brácteas involucrais externas cast.anho-claras, internas cremes.; Campo limpo arenoso vegetação herbácea. Solo de areia grossa e seca, branca.",NA,"2158","2010","04","03","Southern America","Cachoeira do Sumidouro., Na estrada que vai para cachoeira, antes da antena.","-43.210694","-18.197639","979","979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-10-02 15:07:01-03","UFMG","BHCB","90547","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Syngonanthus","suberosus","Syngonanthus suberosus","Giul.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Plantas do Brasil.; Campo rupestre com solo arenoso.",NA,"1908","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-10-02 14:50:59-03","UFMG","BHCB","126049","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Trixis",NA,"Trixis","P. Browne","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Campo rupestre. Arbustivo viscoso. Flores amarelas.",NA,"3694","2008","08","29","Southern America","APA Felício. Mata do Isidoro., E também arredores.","-43.466667","-18.283333","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-10-02 15:08:50-03","UFMG","BHCB","90513","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Vellozia","albiflora","Vellozia albiflora","Pohl","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Flores roxas a rosa-claro. Plantas com ate 50 cmde alt.; Em campo rupestre pedregoso.",NA,"2245","2004","10","08","Southern America",NA,"-43.25","-18.216667","1000","1400",NA,"BHCB046104",NA,NA,"2010",NA,NA,NA,NA
"209","2019-10-02 15:08:57-03","UFMG","BHCB","139576","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Xyridaceae","Xyris",NA,"Xyris",NA,"Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.262472","-18.227972",NA,NA,"Erva terrestre em campo limpo encharcado. Flores amarelas",NA,"2292","2010","04","03","Southern America","APA Felício, Caminho para a Cachoeira do Sumidouro. Campo rupestre","-43.262472","-18.227972","1366","1366",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-10-02 15:08:57-03","UFMG","BHCB","139575","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Xyridaceae","Xyris",NA,"Xyris",NA,"Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.252833","-18.233917",NA,NA,"Erva terrestre em área brejosa, antropizada. Flores amarelas",NA,"2291","2010","04","03","Southern America","APA Felício, Caminho para a Cachoeira do Sumidouro. Campo rupestre","-43.252833","-18.233917","1140","1140",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-10-02 15:00:31-03","UFMG","BHCB","90457","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","nitida","Myrcia nitida","Cambess.","Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Árovre, frutos roxos; Mata ciliar","auto","1844","2004","08","08","Southern America","APA Felício",NA,NA,"1350","1350",NA,"BHCB032962",NA,NA,"2014",NA,NA,NA,NA
"212","2019-10-02 15:07:58-03","UFMG","BHCB","90466","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Prosthechea",NA,"Prosthechea",NA,"Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Epífita em mata ciliar; flores brancas com labelo levemente listrado.","auto","1853","2004","08","08","Southern America","APA Felício",NA,NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-10-02 15:08:14-03","UFMG","BHCB","90473","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Chusquea","anelytroides","Chusquea anelytroides","Rupr. ex Döll","Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Planta escandente; em Mata Ciliar","auto","1861","2004","08","08","Southern America","APA Felício",NA,NA,"1200","1200",NA,"BHCB031305",NA,NA,"2015","10","14",NA,NA
"214","2019-10-02 15:08:50-03","UFMG","BHCB","90464","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Velloziaceae","Vellozia","auriculata","Vellozia auriculata","Mello-Silva & N.L.Menezes","Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Indivíduos com até 5 metros de altura, repletos de epífitas. Frutos imaturos verdes; Em campo rupestre","auto","1851","2004","08","08","Southern America","APA Felício",NA,NA,"1400","1400",NA,"BHCB048053",NA,NA,"2010",NA,NA,NA,NA
"215","2019-10-02 15:00:46-03","UFMG","BHCB","180795","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Plinia","nana","Plinia nana","Sobral","Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Flores brancas; Cerrado","auto","1853","2004","08","08","Southern America","APA Felício",NA,NA,"850","850",NA,"BHCB005661",NA,NA,NA,NA,NA,NA,"Paratypus"
"216","2019-10-02 14:49:37-03","UFMG","BHCB","90527","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bishopalea","erecta","Bishopalea erecta","H.Rob.","Viana, PL; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto de até 3 m de altura em campo rupestre.","auto","1888","2004","10","08","Southern America","APA Felício",NA,NA,"1000","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-10-02 14:49:52-03","UFMG","BHCB","123214","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Dasyphyllum",NA,"Dasyphyllum","Kunth","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Interior de Mata Semidecídua. Arvoreta apoiante. Capítulos marrons.","auto","1414","2008","08","27","Southern America","APA Felício",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-10-02 15:00:00-03","UFMG","BHCB","90463","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia","L.","Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arvoreta em mata secundária, frutos amarelos ou atro-purpúreos","auto","1850","2004","08","08","Southern America","APA Felício",NA,NA,"1200","1200",NA,"BHCB050058",NA,NA,NA,NA,NA,NA,NA
"219","2019-10-02 14:49:37-03","UFMG","BHCB","90456","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bishopalea","erecta","Bishopalea erecta","H.Rob.","Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Em campo rupestre; arbusto de aproximadamente 1,5m, com flores lilases.","auto","1843","2004","08","10","Southern America","APA Felício",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-10-02 15:00:41-03","UFMG","BHCB","102246","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","venosissima","Myrcia venosissima","Sobral & P.L.Viana","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto 0,5m, folhas discolores, flor branca.; Campo rupestre","auto","2515","2006","06","10","Southern America","APA Felício. Cachoeira do Sumidouro",NA,NA,"1300","1300",NA,"BHCB036793","BHCB036793",NA,"2016",NA,NA,NA,"Paratypus"
"221","2019-10-02 14:56:27-03","UFMG","BHCB","126058","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malvaceae","Pavonia","malvaviscoides","Pavonia malvaviscoides","A.St.-Hil.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Arbusto 3m com folhas fortemente discolores e flores vermelhas.; Arbusto 3m com folhas fortemente discolores e flores vermelhas.","auto","3703","2008","08","29","Southern America","APA Felício dos Santos, Mata do Isidoro e arredores",NA,NA,"1320","1320",NA,"BHCB003263",NA,NA,"2012","11","08",NA,NA
"222","2019-10-02 14:57:17-03","UFMG","BHCB","126032","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Miconia","theaezans","Miconia theaezans","(Bonpl.) Cogn.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Em borda de mata. Frutos imaturos verdes. Mata","auto","3677","2008","08","29","Southern America","APA Felício, Mata do Isidorao e arredores",NA,NA,"1320","1320",NA,"BHCB002915",NA,NA,"2011","02","22",NA,NA
"223","2019-10-02 15:00:54-03","UFMG","BHCB","90558","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Nyctaginaceae","Guapira","tomentosa","Guapira tomentosa","(Casar.) Lundell","Viana, PL; Mota, NFO; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Inflorescências avermelhadas.; Canga em borda da mata.","auto","s.n.2222","2004","08","06","Southern America","APA Felício, Região do Pico do Itabirito - MBR.",NA,NA,"1400","1400",NA,"BHCB047031",NA,NA,"2018","12","13",NA,NA
"224","2019-10-02 15:01:16-03","UFMG","BHCB","108199","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Peraceae","Chaetocarpus",NA,"Chaetocarpus",NA,"Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Árvore, aproximadamente 7 metros de altura com frutos verdes; Em floreta estacional semidecidual","auto","2872","2006","11","15","Southern America","Cachoeira do Sumidouro",NA,NA,"890","890",NA,"BHCB046922",NA,NA,NA,NA,NA,NA,NA
"225","2020-03-09 08:20:01-03","UFPR","UPCB","62953","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra",NA,"Leandra",NA,"Viana, P.L.","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbusto em sub-bosque de floresta. Brácteas vináceas. Interior da mata..",NA,"3688","2008","08","29",NA,"APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,NA,NA,"Goldenberg, R.","2009","01","01",NA,NA
"226","2020-03-09 08:20:16-03","UFPR","UPCB","62958","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Miconia","caudigera","Miconia caudigera","DC.","Viana, P.L.","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbusto com flores creme. Campo rupestre..",NA,"3690","2008","08","29",NA,"APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,"UPCB0017071","UPCB0017071","Goldenberg, R.","2009","01","01",NA,NA
"227","2020-03-09 08:20:29-03","UFPR","UPCB","62954","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Miconia","pusilliflora","Miconia pusilliflora","(DC.) Naudin","Viana, P.L.","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arvoreta 3-4m, interior da mata. Frutos imaturos verdes. Interior da mata..",NA,"3675","2008","08","29",NA,"APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,"UPCB0020529","UPCB0020529","Goldenberg, R.","2009","01","01",NA,NA
"228","2020-03-09 08:20:31-03","UFPR","UPCB","62956","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Miconia","theizans","Miconia theizans","(Bonpl.) Cogn.","Viana, P.L.","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Em borda de mata, frutos imaturos verdes. Mata..",NA,"3677","2008","08","29",NA,"APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,"UPCB0019840","UPCB0019840","Goldenberg, R.","2009","01","01",NA,NA
"229","2019-10-11 11:13:58-03","UFPR","UPCB","80048","PreservedSpecimen","Plantae",NA,NA,NA,"Apocynaceae","Ditassa","pohliana","Ditassa pohliana","E.Fourn.","Konno, T. | Viana, P.L. | Salimena, F.R.G.","Brasil","Minas Gerais","Felicio dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Heliófila. Trepadeira latescente, látex azulado quando oxidado. Folhas membranácea-velutinas. Flores com cálice verde e corola creme..","auto","870","2006","06","10",NA,"Vau da Costa, Fazenda, subida para a Lapa do Isidoro, na margem da estrada de cascalho.",NA,NA,NA,NA,NA,NA,NA,"Konno, T.","2006","06",NA,NA,NA
"230","2018-05-10 08:50:35-03","FVD","FVD","13","O","Plantae",NA,NA,NA,"Apocynaceae","Minaria","campanuliflora","Minaria campanuliflora","Rapini",NA,"Brasil","Minas Gerais","Felício dos Santos","-43.310556","-18.213333",NA,NA,"Erva a aproximadamente 1650m de altitude; Domínio fitogeográfico: Cerrado; Vegetação: Campo rupestre",NA,NA,"2013","02","12",NA,"Pico Dois Irmãos","43°18'38W","18°12'48S","1650","1650",NA,"FVD00013","FVD00013_v1 FVD00013_v2 FVD00013_v3","V.A.O. Dittrich","2013","02",NA,NA,NA
"231","2014-07-30 10:40:41-03","CITSF","HXBH","003117","S","Plantae",NA,NA,NA,"Asteraceae","Acanthospermum",NA,"Acanthospermum",NA,"Pedralli; Oliveira & Carvalho","Brasil","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,"Nome vulgar: carrapicho","auto",NA,"1989","02","14",NA,"Área 2. Rio Araçuaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2014-07-30 10:40:48-03","CITSF","HXBH","003096","S","Plantae",NA,NA,NA,"Bignoniaceae","Arrebidaea","aff. chica ( h. & b.) verest.","Arrebidaea aff. chica ( h. & b.) verest.",NA,"Pedralli, Oliveira & Carvalho","Brasil","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,"Área 2. Flores lilás","auto",NA,"1989","02","14",NA,"Rio Araguari",NA,NA,NA,NA,NA,NA,NA,"V.L. Oliveira","1989","03","01",NA,NA
"233","2014-07-30 10:40:48-03","CITSF","HXBH","003098","S","Plantae",NA,NA,NA,"Bignoniaceae","Cf.","macfadyena","Cf. macfadyena",NA,"Pedralli, Oliveira & Carvalho","Brasil","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,"Flor amarela","auto",NA,"1989","02","14",NA,"Rio Araguari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2014-07-30 10:40:55-03","CITSF","HXBH","003149","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","cayennensis (lam.) britton","Cyperus cayennensis (lam.) britton",NA,"Pedralli, Oliveira & Carvalho","BR","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,NA,"auto",NA,"1989","02","14",NA,"Área 2. Rio Araçuaí",NA,NA,NA,NA,NA,NA,NA,"V. L. Oliveira",NA,NA,NA,NA,NA
"235","2014-07-30 10:40:55-03","CITSF","HXBH","003149","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","cayennensis (lam.) britton","Cyperus cayennensis (lam.) britton",NA,"Pedralli, Oliveira & Carvalho","Brasil","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,"tiririca","auto",NA,"1989","02","14",NA,"Rio Araçuaí",NA,NA,NA,NA,NA,NA,NA,"V.L. Oliveira","1989","03","01",NA,NA
"236","2014-07-30 10:40:55-03","CITSF","HXBH","003155","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","diffusus vahl.","Cyperus diffusus vahl.",NA,"Pedralli, Oliveira & Carvalho","BR","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,NA,"auto",NA,"1989","02","14",NA,"Área 2. Rio Araçuaí",NA,NA,NA,NA,NA,NA,NA,"V. L. Oliveira",NA,NA,NA,NA,NA
"237","2014-07-30 10:40:55-03","CITSF","HXBH","003155","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","diffusus vahl.","Cyperus diffusus vahl.",NA,"Pedralli, Oliveira & Carvalho","Brasil","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,NA,"auto",NA,"1989","02","14",NA,"Rio Araçuaí",NA,NA,NA,NA,NA,NA,NA,"V.L. Oliveira","1989","03","01",NA,NA
"238","2014-07-30 10:40:58-03","CITSF","HXBH","003175","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.",NA,"Pedralli & Oliveira","BR","MG","Felício dos Santos","-43.2469","-18.0772","21878",NA,"Tiririca","auto",NA,"1989","06","29",NA,"Área 2. Rio Araçuaí",NA,NA,NA,NA,NA,NA,NA,"S. T. Meyer",NA,NA,NA,NA,NA
"239","2020-01-31 11:25:04-03","CVRD","CVRD","1871","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Heteropterys","pteropetala","Heteropterys pteropetala","Adr. Juss.","Menandro, M.S.","BRASIL","MG","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Folhas discolores com face ventral quase branco e pilosa. <ll>dwc_commonname:</ll> Cipó nova era","auto","85","1986","05","17","América do Sul","Arbusto de cerrado.",NA,NA,NA,NA,NA,"CVRD001871",NA,"André M. Amorim","1999","01","08",NA,NA
"240","2020-01-31 11:25:03-03","CVRD","CVRD","1869","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Byrsonima","sp.","Byrsonima sp.",NA,"Menandro, M.S.","BRASIL","MG","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Folhas discolores com face ventral esbranquiçada, flores com corola amarela e vermelha. <ll>dwc_commonname:</ll> Felício santos","auto","23","1986","05","17","América do Sul","Arbusto de cerrado.",NA,NA,NA,NA,NA,"CVRD001869",NA,NA,NA,NA,NA,NA,NA
"241","2020-03-09 10:32:48-03","CVRD","CVRD","1868","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","Ocotea","variabilis","Ocotea variabilis","(Nees) Mez","Menandro, M.S.","BRASIL","MG","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Folhas discolor com face ventral verde azulada mais clara. <ll>dwc_commonname:</ll> Canelinha da chapada","auto","82","1986","05","17","América do Sul","Árbusto de cerrado.",NA,NA,NA,NA,NA,"CVRD001868",NA,"Henk van der Werff","1990","11","15",NA,NA
"242","2020-01-31 13:35:04-03","CVRD","CVRD","1867","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","pteridifolia","Mimosa pteridifolia","benth.","Menandro, M.S.","BRASIL","MG","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"Conspicuo. <ll>dwc_commonname:</ll> Angiquinho","auto","81","1986","05","17","América do Sul","Arbusto de cerrado. 1000m de altitude.",NA,NA,NA,NA,NA,"CVRD001867",NA,"T. S. dos Santos","1987","09","01",NA,NA
"243","2020-01-31 11:23:54-03","CVRD","CVRD","1870","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Moquiniastrum","blanchetianum","Moquiniastrum blanchetianum","(DC.) G. Sancho","Menandro, M.S.","BRASIL","MG","Felício dos Santos","-43.246898651123","-18.0771999359131","21878",NA,"<ll>dwc_commonname:</ll> Camará branco","auto","84","1986","05","17","América do Sul","Chapada Diamantiva. 1000m de altitude. Folhas discolor com face ventral brnaco; flores com corola amarelo.",NA,NA,NA,NA,NA,"CVRD001870",NA,"Aristônio M. Teles","2015","08","12",NA,NA
"244","2019-12-17 10:44:52-03","UFPE","UFP","82580","PreservedSpecimen","Plantae",NA,NA,NA,"Cyperaceae","Scleria",NA,"Scleria",NA,"Viana, P.L.; Sobral, M.; Antunes, K.; Bispo, H. & Bispo, F.","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Em transição campo rupestre; floresta estacional.",NA,"2851","2006","11","15",NA,"Cachoeira do Sumidouro","-43.25","-18.216667","1200","1200",NA,"UFP082580",NA,NA,NA,NA,NA,NA,NA
"245","2018-10-26 11:55:03-03","Cenargen","CEN","75309","S","Plantae",NA,NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.","Pedro L. Viana","Brasil","MG","FELICIO DOS SANTOS","-43.246898651123","-18.0771999359131","21878",NA,"Doação do Herbário do departamento de botânica -IEC- UFMG.BHCB 108189","auto","2862","2006","11","15",NA,"Cachoeira do sumidouro.",NA,NA,"1200","1200","Exsicatas","CEN00075309","CEN00075309","T. B. Cavalcanti",NA,NA,NA,NA,NA
"246","2019-11-13 11:28:38-03","USP","SPF","179199","PreservedSpecimen","Plantae",NA,NA,NA,"Poaceae","Apochloa",NA,"Apochloa",NA,"Viana, PL","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,NA,NA,"2510","2006","06","10",NA,"Área de Proteção Ambiental Felício, Cachoeira do Sumidouro.","-43.25","-18.216667","1300","1300",NA,"SPF00179199","SPF00179199",NA,NA,NA,NA,NA,NA
"247","2019-11-13 11:28:40-03","USP","SPF","179186","PreservedSpecimen","Plantae",NA,NA,NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Brasil","Minas Gerais","Felício dos Santos","-43.25425","-18.234806",NA,NA,NA,NA,"2521","2006","06","10",NA,"Área de Proteção Ambiental Felício, Cachoeira do Sumidouro.","-43.25425","-18.234806","877","877",NA,"SPF00179186","SPF00179186","Anônimo",NA,NA,NA,NA,NA
"248","2019-11-13 11:16:40-03","USP","SPF","201466","PreservedSpecimen","Plantae",NA,NA,NA,"Begoniaceae","Begonia","grisea","Begonia grisea","A.DC.","Santos, MF","Brasil","Minas Gerais","Felício dos Santos","-43.142556","-18.104056",NA,NA,NA,NA,"602","2010","11","20",NA,NA,"-43.142556","-18.104056","1477","1477",NA,"SPF00201466",NA,"Gregório, BS","2012","09",NA,NA,NA
"249","2019-11-13 11:32:04-03","USP","SPF","179230","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Brunfelsia",NA,"Brunfelsia",NA,"Viana, PL","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,NA,NA,"2498","2006","06","10",NA,"Área de Proteção Ambiental Felício","-43.25","-18.216667","1300","1300",NA,"SPF00179230",NA,NA,NA,NA,NA,NA,NA
"250","2019-11-13 11:28:42-03","USP","SPF","179192","PreservedSpecimen","Plantae",NA,NA,NA,"Poaceae","Chusquea",NA,"Chusquea",NA,"Viana, PL","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,NA,NA,"2520","2006","06","10",NA,"Área de Proteção Ambiental Felício, Cachoeira do Sumidouro.","-43.25","-18.216667","1200","1200",NA,"SPF00179192","SPF00179192",NA,NA,NA,NA,NA,NA
"251","2019-11-13 11:28:44-03","USP","SPF","179191","PreservedSpecimen","Plantae",NA,NA,NA,"Poaceae","Chusquea","meyeriana","Chusquea meyeriana","Rupr. ex Döll","Viana, PL","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,NA,NA,"2519","2006","06","10",NA,"Área de Proteção Ambiental Felício, Cachoeira do Sumidouro.","-43.25","-18.216667","1200","1200",NA,"SPF00179191","SPF00179191","Vidal, KVA","2018","06",NA,NA,NA
"252","2019-11-13 11:28:44-03","USP","SPF","179194","PreservedSpecimen","Plantae",NA,NA,NA,"Poaceae","Colanthelia",NA,"Colanthelia",NA,"Viana, PL","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,NA,NA,"2505","2006","06","10",NA,"Área de Proteção Ambiental Felício, Cachoeira do Sumidouro.","-43.25","-18.216667","1300","1300",NA,"SPF00179194","SPF00179194",NA,NA,NA,NA,NA,NA
"253","2019-11-13 11:14:54-03","USP","SPF","186110","PreservedSpecimen","Plantae",NA,NA,NA,"Apocynaceae","Ditassa","aequicymosa","Ditassa aequicymosa","E.Fourn.","Konno, TUP","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.183333",NA,NA,"Heliófila. Arbusto latescente, ca. 1.0 m alt., ramos volúveis. Folhas membranáceas. Flor com corola amarela. Pouco freqüente.",NA,"877","2008","06","10",NA,"Subida para a Lapa do Isidoro, depois da mata, na vegetação de cerrado.","-43.283333","-18.183333",NA,NA,NA,"SPF00186110",NA,"Anônimo",NA,NA,NA,NA,NA
