"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","monthIdentified","dayIdentified","previousCatalogNumber"
"40","2019-12-16 18:42:10-03","NYBG","NYBG","00897767","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","capillatus","Paepalanthus capillatus","Silveira","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","A. M. Giulietti","1982","804","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.",NA,NA,"sheet","NY00897767","NY00897767","1300","1500",NA,NA,NA,NA,NA
"41","2019-12-16 18:42:12-03","NYBG","NYBG","02642191","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","globulifer","Paepalanthus globulifer","Silveira","L. Echternacht","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.5147","-19.345",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2211","2012","04","06","South America","Parque Nacional da Serra do Cipó. Trilha entre o Travessão e a Casa de Tabua. Subindo a montanha ao sul do Travessão.","-43.5147","-19.3450","sheet","NY02642191","NY02642191","1235","1235",NA,NA,NA,NA,NA
"42","2019-12-16 18:42:27-03","NYBG","NYBG","00897948","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","pedunculatus","Paepalanthus pedunculatus","(Bong.) Ruhland","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"N. Hensold","1986","796","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00897948","NY00897948","1300","1500",NA,NA,NA,NA,NA
"43","2019-12-16 18:42:28-03","NYBG","NYBG","00898418","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","vaginatus","Paepalanthus vaginatus","Körn.","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"M. L. O. Trovó","2015","811","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00898418","NY00898418","1300","1500",NA,NA,NA,NA,NA
"44","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG730","S","Plantae",NA,NA,NA,"Dioscoreaceae","Dioscorea","glandulosa","Dioscorea glandulosa",NA,"Pedralli e Teixeira","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Doação do CETEC; herbário nº 010650; Coleção: 3449; cor amarelada esverdeadas.","auto","Pedralli",NA,NA,"1993","11","26",NA,"Município de Itambé do Mato Dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-07-24 15:42:14-03","UMICH","MICH","533469","PreservedSpecimen","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","D.M. Vital","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Habitat: On rocky bank, along a stream.","auto","H. Crum",NA,"7616","1977","08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-07-24 15:42:14-03","UMICH","MICH","533463","PreservedSpecimen","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","D.M. Vital","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Habitat: On banks along a stream.","auto","H. Crum",NA,"7618","1977","08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-07-24 15:42:14-03","UMICH","MICH","533464","PreservedSpecimen","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","D.M. Vital","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Habitat: In partial shade, on banks, along a stream.","auto","H. Crum",NA,"7621","1977","08","01",NA,"Ca. 7 km NNW of the town of Itambé do Mato Dentro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:21:01-03","UFBA","ALCB","129050","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Calycolpus","australis","Calycolpus australis","Landrum","Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.360278","-19.408056",NA,NA,"prostado ca 0,5 m de altura, botões florais verdes, flores brnacas e frutos imaturos verdes; Campo rupestre.",NA,NA,"2016","6269","2016","07","12","Southern America","Margem da estrada de terra de Itambé do Mato Dentro para o povoado Cabeça de Boi.","-43.360278","-19.408056",NA,"ALCB046560","ALCB046560","802","802",NA,NA,"07",NA,NA
"49","2019-11-25 16:50:25-03","UFBA","ALCB","129569","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Richterago","arenaria","Richterago arenaria","(Baker) N.Roque","Oliveira, CT; Siniscalchi, CM; Santos, MF","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.373611","-19.405",NA,NA,"ca de 40 cm de altura, capítulos com flores brancas e estames amarelos; Campo de solo arenoso",NA,"Oliveira, CT","2011","538","2011","10","23","Southern America","Estrada entre Itambé do Mato Dentro e Santana do Rio Petro (Cabeça de boi). Campo de solo pedregoso.","-43.373611","-19.405",NA,"ALCB047166","ALCB047166","760","760",NA,NA,"10",NA,NA
"50","2019-11-25 16:51:17-03","UFBA","ALCB","138349","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O. Berg.","Stadnik, A; Vasconcelos, T; Faria, J","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.343056","-19.409444",NA,NA,"ca. 8m. Folhas discolores. Botões verdes.",NA,"Stadnik, A","2016","370","2016","07","12","Southern America","Trilha para Cabeça de Boi.","-43.343056","-19.409444",NA,"ALCB069188","ALCB069188","663","663",NA,NA,"07",NA,NA
"51","2019-08-27 12:06:23-03","IAP","PACA-BRYOPHYTES","117202","PreservedSpecimen","Plantae",NA,NA,NA,"Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindb. & Gottesche) Fulford","Vital, D.M.","Brasil","MG","Itambé do Mato Dentro","-43.321111","-19.414444",NA,NA,"sp132829&nf;associado a Kurzia trichoclados, Telaranea nematodes Habitat: In partial shade, on banks along a stream",NA,"Grolle, R.",NA,"7624","1977","08","01",NA,"ca 7km N.NW of the town","43°19'16.0W","19°24'52.0S",NA,"PACA117202",NA,"1020","1020",NA,NA,NA,NA,NA
"52","2019-07-11 08:55:08-03","ESALQ","ESA","115975","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Eugenia","candolleana","Eugenia candolleana",NA,"Santos, M.F.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Mazine, F.F.",NA,"244","2008","03","13",NA,NA,NA,NA,NA,"ESA115975","ESA115975",NA,NA,NA,NA,NA,NA,NA
"53","2019-07-11 08:55:13-03","ESALQ","ESA","115976","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Eugenia","nitans","Eugenia nitans",NA,"Santos, M.F.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Santos, M.F.",NA,"351","2007","12","15",NA,NA,NA,NA,NA,"ESA115976","ESA115976",NA,NA,NA,NA,NA,NA,NA
"54","2019-07-11 08:55:13-03","ESALQ","ESA","115977","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Eugenia","nitans","Eugenia nitans",NA,"Santos, M.F.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Santos, M.F.",NA,"532","2007","12","15",NA,NA,NA,NA,NA,"ESA115977","ESA115977",NA,NA,NA,NA,NA,NA,NA
"55","2019-07-11 08:55:18-03","ESALQ","ESA","115978","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Eugenia","tenuipedunculata","Eugenia tenuipedunculata",NA,"Santos, M.F.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Santos, M.F.",NA,"534","2007","12","15",NA,NA,NA,NA,NA,"ESA115978","ESA115978",NA,NA,NA,NA,NA,NA,NA
"56","2019-07-11 08:55:18-03","ESALQ","ESA","115979","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Eugenia","tenuipedunculata","Eugenia tenuipedunculata",NA,"Santos, M.F.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Santos, M.F.",NA,"533","2007","12","15",NA,NA,NA,NA,NA,"ESA115979","ESA115979",NA,NA,NA,NA,NA,NA,NA
"57","2019-07-11 08:51:29-03","ESALQ","ESA","76789","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,"Hensold, N.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"812","1982","05","11",NA,NA,NA,NA,NA,"ESA076789","ESA076789",NA,NA,NA,NA,NA,NA,NA
"58","2019-07-11 08:53:27-03","ESALQ","ESA","9780","S","Plantae","Magnoliophyta",NA,NA,"Lauraceae","Ocotea","tristis","Ocotea tristis","(Nees) Mez","Stehmann, J.R.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Moraes, P.L.R.",NA,"BHCB 18001","1990","05","27",NA,NA,NA,NA,NA,"ESA009780",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-07-11 08:51:24-03","ESALQ","ESA","115973","S","Plantae","Magnoliophyta",NA,NA,"Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis",NA,"Santos, M.F.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Santos, M.F.",NA,"433","2008","10","25",NA,NA,NA,NA,NA,"ESA115973","ESA115973",NA,NA,NA,NA,NA,NA,NA
"60","2020-02-13 14:13:46-03","MN","R","6400","S","Plantae",NA,NA,NA,"Velloziaceae","Vellozia","asperula","Vellozia asperula","Mart.","Gardner, G.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto","Mello-Silva, R.","1998","5228","1840","08",NA,NA,NA,NA,NA,NA,"R010058411","R010058411",NA,NA,NA,NA,"08","26",NA
"61","2015-07-02 14:55:39-03","JBP","HPL","4081","S","Plantae",NA,NA,NA,"Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx","DC.","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,"M. Sobral","2012","5123","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,"02","27",NA
"62","2015-07-02 14:03:39-03","JBP","HPL","4071","S","Plantae",NA,NA,NA,"Passifloraceae","Passiflora","speciosa","Passiflora speciosa","Gardn","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.3211","-19.4144","22479",NA,NA,"auto","H. Lorenzi","2005","5134","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03","04",NA
"63","2015-07-02 14:55:42-03","JBP","HPL","4080","S","Plantae",NA,NA,NA,"Polygalaceae","Polygala",NA,"Polygala",NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5124","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"64","2015-07-02 14:55:39-03","JBP","HPL","4073","S","Plantae",NA,NA,NA,"Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,"M. Sobral","2012","5131","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,"02","27",NA
"65","2015-07-02 14:55:13-03","JBP","HPL","4077","S","Plantae",NA,NA,NA,"Apocynaceae",NA,NA,NA,NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5127","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"66","2015-07-02 14:55:33-03","JBP","HPL","5102","S","Plantae",NA,NA,NA,"Malpighiaceae",NA,NA,NA,NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5120","2005","03","04",NA,"Coletado no morro do Pilar, em mata ciliar, na estrada real.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"67","2015-07-02 14:55:12-03","JBP","HPL","4228","S","Plantae",NA,NA,NA,"Acanthaceae",NA,NA,NA,NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.305944","-19.317889",NA,NA,NA,NA,NA,NA,"5148","2005","03","04",NA,"Coletado na estrada real, entre as cidades de Itambé do Mato Dentro para Morro do Pilar, em mata.","43° 18' 21,4 W","19° 19' 04,4 S",NA,NA,NA,"781","781",NA,NA,NA,NA,NA
"68","2015-07-02 14:55:33-03","JBP","HPL","4082","S","Plantae",NA,NA,NA,"Malpighiaceae",NA,NA,NA,NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5122","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"69","2015-07-02 14:55:33-03","JBP","HPL","4084","S","Plantae",NA,NA,NA,"Malpighiaceae",NA,NA,NA,NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5120","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"70","2015-07-02 14:55:33-03","JBP","HPL","4075","S","Plantae",NA,NA,NA,"Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5129","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"71","2015-07-02 14:55:16-03","JBP","HPL","4078","S","Plantae",NA,NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H. Rob.","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,"V.C. Souza","2011","5126","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,"01","25",NA
"72","2015-07-02 14:55:35-03","JBP","HPL","4299","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro",NA,"-19.317889",NA,NA,NA,NA,NA,NA,"5144","2005","03","04",NA,"Coletada na estrada Real na estrada para o Morro do Pilar, na estrada Real, em mata.","43° 18' 21,4","19° 19' 04,4 S",NA,NA,NA,"781","781",NA,NA,NA,NA,NA
"73","2015-07-02 14:55:39-03","JBP","HPL","4079","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O. Berg","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,"F.F. Mazine","2006","5125","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,"05","09",NA
"74","2015-07-02 14:55:22-03","JBP","HPL","4074","S","Plantae",NA,NA,NA,"Bignoniaceae","Fridericia",NA,"Fridericia",NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5131","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"75","2015-07-02 14:55:22-03","JBP","HPL","5090","S","Plantae",NA,NA,NA,"Bignoniaceae","Fridericia",NA,"Fridericia",NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5130","2005","03","04",NA,"Coletado no morro do Pilar, em mata ciliar, na estrada real.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"76","2015-07-02 14:55:22-03","JBP","HPL","4262","S","Plantae",NA,NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.396556","-19.549333",NA,NA,NA,NA,"V.C. Souza","2013","5119","2005","03","03",NA,"Coletado em beira de estrada, com potencial paisagistico","43° 23' 47,6 W","19° 32' 57,6 S",NA,NA,NA,"626","626",NA,NA,"05","20",NA
"77","2015-07-02 14:55:13-03","JBP","HPL","4076","S","Plantae",NA,NA,NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,"H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,NA,NA,"5128","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar; em área de mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,NA,NA,NA
"78","2015-07-02 14:55:23-03","JBP","HPL","4072","S","Plantae",NA,NA,NA,"Clusiaceae","Kielmeyera","rubriflora","Kielmeyera rubriflora","Cambess.","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,"V.C. Souza","2012","5133","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata ciliar.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,"12","20",NA
"79","2015-07-02 14:55:13-03","JBP","HPL","4083","S","Plantae",NA,NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","H. Lorenzi","Brasil","MG","Itambé do Mato Dentro","-43.326833","-19.395778",NA,NA,NA,NA,"V.C. Souza","2011","5121","2005","03","04",NA,"Coletada na estrada entre Itambé do Mato Dentro em direção ao Morro do Pilar, em mata.","43° 19' 36,6 W","19° 23' 44,8 S",NA,NA,NA,"739","739",NA,NA,"03","08",NA
"80","2019-02-15 11:39:57-02","IPA","IPA","60539","S","Plantae","Plantae",NA,NA,"Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Rodrigues, S.T.; Menezes, N.L.; Kawasaki, M.L.; Menezes, N.L.; Kawasaki, M.L.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Subarbusto, flores verdes.","auto","Oliveira, L. dos S.D","2012","CFCR2827","1982","01","13","Southern America","Serra Cabeça de Boi, 7 km da cidade.",NA,NA,NA,"IPA0060539",NA,NA,NA,NA,NA,"02","15",NA
"81","2020-03-10 08:29:27-03","UFV","VIC","34693","PreservedSpecimen","Plantae",NA,NA,NA,"Mimosoideae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Santos, M.F.; Serafim, H.","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422472","-19.411222",NA,NA,"Árvore, c.a. de 8,0 metros de altura. Tronco com projeções mamelonares. Ramos verde-escuros. Pilosidade alva nas folhas. Sépalas verdes. Estames alvos. Frutos imaturos verdes. Prensado em álcool.",NA,"Borges, L.M.","2008","306","2008","03","15",NA,"APA do Parque Nacional da Serra do Cipó, Cabeça de Boi. Quintal da casa de Zé Chuquinho.","-43.422472","-19.411222",NA,"VIC034693","VIC034693",NA,NA,NA,NA,NA,NA,NA
